%@metadata width_px 704.0
%@metadata height_px 416.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
1899,361.0,203.3,1.0,SP,SACCADE,335.27405,-0.07,0.0,240.31847,-0.11,0.0,230.99033,-0.19,0.0,168.47919,-0.29,0.0,86.938446,-0.34,0.0,SACCADE
3904,371.6,202.58,1.0,SP,SACCADE,240.31847,-0.11,754156.94,136.38779,-0.3,864150.8,184.48564,-0.34,443795.16,135.4868,-0.34,267083.38,67.035706,-0.47,173784.66,SACCADE
5893,376.08,201.65,1.0,SP,SACCADE,136.38779,-0.3,871102.25,230.99033,-0.19,769104.06,159.83372,-0.4,211567.67,121.30952,-0.37,116635.6,58.42949,-0.52,73690.48,SACCADE
7898,379.82,200.02,1.0,SP,SACCADE,223.19145,-0.27,685669.0,184.48564,-0.34,443795.16,148.5486,-0.42,91727.42,108.876,-0.38,98258.99,50.130146,-0.55,66319.42,SACCADE
9902,389.71,197.88,1.0,SP,SACCADE,232.5873,-0.36,182967.34,159.83372,-0.4,209984.08,168.47919,-0.29,225852.44,71.0408,-0.45,303052.84,32.476715,-0.75,152840.28,SACCADE
11905,393.59,194.79,1.0,SP,SACCADE,102.32738,-0.68,1099283.8,148.5486,-0.42,91819.01,135.4868,-0.34,267350.03,52.974842,-0.42,143497.22,22.373495,-0.76,79763.85,SACCADE
13901,394.72,193.79,1.0,SP,SACCADE,65.901245,-0.61,292345.6,109.62576,-0.5,319566.2,121.30952,-0.37,116226.56,44.031387,-0.47,73177.63,20.353231,-0.8,17455.82,SACCADE
15903,397.0,192.4,1.0,SP,SACCADE,120.09217,-0.35,466673.8,86.51325,-0.33,222975.6,108.876,-0.38,98406.23,29.446005,-0.58,119421.79,16.243738,-0.86,33497.51,SACCADE
17904,401.87,191.22,1.0,SP,SACCADE,111.05507,-0.17,173513.95,83.00864,-0.31,32580.11,71.0408,-0.45,303507.22,86.938446,-0.34,463649.88,10.577758,-1.46,76098.59,SACCADE
19910,403.93,191.2,1.0,SP,SACCADE,46.23198,-0.21,511276.44,69.58745,-0.29,106533.01,52.974842,-0.42,143282.62,67.035706,-0.47,173698.03,11.176941,-1.82,30785.0,SACCADE
