%@metadata width_px 704.0
%@metadata height_px 416.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
1045,351.29,194.76,1.0,FIX,FIX,36.170517,1.9,0.0,14.952994,-2.97,0.0,18.861917,-2.76,0.0,9.545165,3.09,0.0,2.7175183,3.08,0.0,FIX
3042,350.92,195.84,1.0,FIX,FIX,14.952994,-2.97,291853.16,31.444124,-2.15,189011.7,20.41777,-2.39,57995.94,9.382556,-2.63,41753.55,3.593831,-2.39,20807.31,FIX
5038,350.36,194.6,1.0,FIX,FIX,31.444124,-2.15,189106.4,18.861917,-2.76,152343.3,8.988374,3.03,127534.32,4.677042,-2.79,38159.23,2.3461137,-2.46,10000.03,FIX
7038,349.83,194.18,1.0,FIX,FIX,23.314346,-2.62,118813.2,20.41777,-2.39,57908.94,11.840661,2.52,46550.07,1.2964365,2.23,35296.28,2.0601258,-2.65,4060.74,FIX
9037,349.08,193.87,1.0,FIX,FIX,12.730261,-3.02,99218.19,8.988374,3.03,127342.92,9.545165,3.09,50296.99,2.4998636,0.68,21999.93,1.348952,3.05,9378.09,FIX
11045,349.03,194.08,1.0,FIX,FIX,13.781203,1.4,167835.47,11.840661,2.52,46364.62,9.382556,-2.63,41524.82,1.8108354,2.12,22715.53,2.419509,2.2,14482.88,FIX
13045,349.23,194.73,1.0,FIX,FIX,16.720173,1.98,72568.86,8.214561,1.76,64378.93,4.677042,-2.79,38082.91,1.9373786,1.57,8123.67,1.4565139,3.01,13903.31,FIX
15045,348.61,195.05,1.0,FIX,FIX,6.0905313,2.71,101615.53,4.955437,1.86,26222.08,1.2964365,2.23,35296.28,3.2452042,0.05,29221.36,1.061066,-2.68,6591.74,FIX
17043,348.88,194.89,1.0,FIX,FIX,6.979498,-1.0,99285.78,4.273369,-1.53,72416.14,2.4998636,0.68,22010.94,2.7175183,3.08,47092.23,2.7415617,2.71,17695.36,FIX
19043,348.85,194.68,1.0,FIX,FIX,12.5145035,-1.08,44234.63,9.395211,-0.54,62620.28,1.8108354,2.12,22806.4,3.593831,-2.39,20776.1,1.6102642,2.3,11257.75,FIX
