%@metadata width_px 704.0
%@metadata height_px 416.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
1056,333.97,196.21,1.0,FIX,FIX,15.035248,-1.68,0.0,6.376519,-2.09,0.0,6.7555165,-1.89,0.0,3.7374578,-2.26,0.0,0.9490751,-2.19,0.0,FIX
3045,333.92,195.74,1.0,FIX,FIX,6.376519,-2.09,75848.33,3.466655,-2.42,26154.15,3.551439,-2.78,41943.85,1.8854958,2.57,31737.23,1.4704337,2.2,15751.25,FIX
5056,333.77,195.86,1.0,FIX,FIX,3.466655,-2.42,25868.03,6.7555165,-1.89,32545.61,4.6112394,-1.78,31596.33,1.2211432,2.71,5487.6,1.6330419,2.24,1339.21,FIX
7183,333.75,195.59,1.0,FIX,FIX,7.3654556,-1.72,38685.83,3.551439,-2.78,39222.52,2.093027,-1.61,19114.64,2.4087527,1.79,14342.33,1.4394306,1.84,4752.85,FIX
9053,333.7,195.4,1.0,FIX,FIX,4.0917788,-3.1,65221.62,4.6112394,-1.78,33978.72,3.7374578,-2.26,20509.42,4.072165,1.55,15383.51,2.2556353,1.53,8337.94,FIX
11052,333.5,195.58,1.0,FIX,FIX,1.9139681,-2.0,28897.65,2.093027,-1.61,20338.59,1.8854958,2.57,31578.46,3.1376424,1.24,11527.44,2.4543083,1.43,2341.85,FIX
13048,333.65,195.29,1.0,FIX,FIX,5.487552,-0.81,40374.06,2.6852498,2.9,29434.64,1.2211432,2.71,5528.84,3.0996795,1.23,317.31,3.2059755,1.62,7250.52,FIX
15048,333.74,195.33,1.0,FIX,FIX,5.3445582,2.55,85127.07,3.3249264,1.52,30490.97,2.4087527,1.79,15253.06,2.2992926,2.07,18329.42,2.693475,1.82,6203.65,FIX
17054,333.37,195.48,1.0,FIX,FIX,11.1377125,1.89,60195.78,5.6767344,1.8,20731.48,4.072165,1.55,14340.56,0.9490751,-2.19,22383.47,2.0006504,1.78,5516.55,FIX
19054,333.52,196.0,1.0,FIX,FIX,8.293651,1.34,46870.09,6.785254,1.71,9686.64,3.1376424,1.24,11521.67,1.4704337,2.2,15664.62,1.985465,1.74,624.91,FIX
21051,333.49,195.99,1.0,FIX,FIX,3.2578585,1.06,41430.47,8.001968,1.22,30058.86,3.0996795,1.23,317.15,1.6330419,2.24,1348.6,1.9563601,2.09,5403.14,FIX
23053,333.62,196.18,1.0,FIX,FIX,7.8374624,1.09,36169.65,3.2249572,0.94,39294.14,2.2992926,2.07,18311.11,1.4394306,1.84,5049.61,1.9898942,2.14,794.92,FIX
25059,333.72,196.43,1.0,FIX,FIX,3.2401423,0.82,37760.77,3.3331518,0.09,21249.9,1.8462675,0.82,19421.0,2.2556353,1.53,7772.65,1.8171624,2.11,1433.41,FIX
27060,333.76,196.33,1.0,FIX,FIX,7.004807,-1.13,68969.18,2.9699721,-2.01,43279.9,1.353381,1.69,11242.66,2.4543083,1.43,2339.51,2.9845247,1.97,9551.88,FIX
29059,333.91,196.03,1.0,FIX,FIX,9.0927725,-2.12,62329.75,4.832058,-1.62,18760.37,2.246777,1.99,8173.79,3.2059755,1.62,7239.64,4.148091,1.96,9204.11,FIX
31058,333.46,195.84,1.0,FIX,FIX,4.8143415,-2.38,36428.76,2.215774,3.11,41815.52,0.4954172,2.07,13865.29,2.693475,1.82,6206.75,4.8282614,1.74,9640.33,FIX
33056,333.69,195.82,1.0,FIX,FIX,7.91149,1.53,93772.37,6.387275,2.51,37398.3,0.45112702,1.3,2814.55,2.0006504,1.78,5538.64,2.1170702,1.79,21491.17,FIX
35060,333.48,196.34,1.0,FIX,FIX,12.837822,2.13,60802.7,3.645081,1.35,46797.37,1.9304187,1.76,12126.61,1.985465,1.74,623.66,2.9155588,1.57,7636.93,FIX
37063,333.26,196.51,1.0,FIX,FIX,1.4925787,-0.56,111997.53,5.7115335,1.49,17015.05,3.7304978,1.94,14721.14,1.9563601,2.09,5386.96,3.1446023,1.54,1957.86,FIX
39059,333.56,196.29,1.0,FIX,FIX,7.7710266,0.06,52364.73,4.006995,1.19,17640.3,3.2097719,1.64,9041.3,1.9898942,2.14,797.31,3.5931983,1.5,3669.64,FIX
41060,333.75,196.54,1.0,FIX,FIX,8.394885,1.36,77433.09,4.0038314,0.91,8677.21,3.3154356,2.25,15499.51,1.8171624,2.11,1436.99,3.9994023,1.51,3221.73,FIX
43065,333.67,196.81,1.0,FIX,FIX,6.508757,2.02,40647.5,3.1123335,1.99,29406.68,2.6207125,1.77,12462.62,2.9845247,1.97,9532.82,3.4856365,1.51,4053.63,FIX
45060,333.57,196.91,1.0,FIX,FIX,4.9604993,-2.61,67347.76,4.697289,-3.02,38081.33,1.6925173,2.22,10526.86,4.148091,1.96,9222.57,3.7134144,1.51,1805.23,FIX
47068,333.4,196.65,1.0,FIX,FIX,9.505937,-2.32,38946.08,2.9041698,2.63,22894.25,3.4856365,2.15,14191.95,4.8282614,1.74,9597.12,3.97789,1.52,2112.98,FIX
49063,333.16,196.47,1.0,FIX,FIX,5.441364,1.72,107635.24,4.5315175,-3.04,21702.48,3.3356826,2.2,1980.14,4.9155765,1.65,3465.49,4.075961,1.42,3090.29,FIX
51064,333.35,196.99,1.0,FIX,FIX,6.522044,1.97,14603.2,3.928538,2.27,31603.99,4.1044335,2.07,7184.75,4.7257614,1.39,10040.95,3.59826,1.35,4452.02,FIX
53063,333.0,196.85,1.0,FIX,FIX,4.3119645,2.99,44684.25,5.9690495,1.45,34503.04,4.567582,1.98,4851.61,5.143987,1.33,3867.21,3.5868711,1.37,785.45,FIX
55069,333.08,197.03,1.0,FIX,FIX,7.0509953,0.98,76632.66,5.9405775,1.81,16854.9,6.466365,1.78,17233.2,5.833648,1.42,6687.9,3.602689,1.34,937.37,FIX
57070,333.25,197.22,1.0,FIX,FIX,10.998515,1.44,44692.85,8.895998,1.47,30359.83,7.3565974,1.39,22407.33,5.7431693,1.51,3915.3,3.5482755,1.3,1233.31,FIX
59072,333.17,197.72,1.0,FIX,FIX,12.077297,1.76,29721.35,9.645134,1.59,10235.4,7.0883255,1.25,8240.63,4.527721,1.55,9729.71,3.7374578,1.34,1856.62,FIX
61067,333.11,197.97,1.0,FIX,FIX,8.560024,1.78,27912.65,8.765657,1.34,19042.45,9.312325,1.19,17966.6,4.256918,1.42,4917.0,4.0595107,1.35,2589.97,FIX
63073,333.06,198.25,1.0,FIX,FIX,8.070934,0.7,67066.66,9.700813,0.91,31914.08,9.340797,1.18,1290.58,5.447058,1.37,9581.01,4.4030757,1.31,2988.18,FIX
65072,333.5,198.3,1.0,FIX,FIX,15.295927,0.47,60556.22,10.37086,0.95,6197.79,9.180087,1.27,7298.12,6.3138804,1.31,7321.18,4.7289248,1.37,3284.39,FIX
67069,333.92,198.69,1.0,FIX,FIX,13.0801525,1.11,71984.66,10.573961,0.8,12681.8,5.8735094,1.19,26601.91,5.4173207,1.21,8711.08,4.2183223,1.32,4496.19,FIX
69074,333.87,199.04,1.0,FIX,FIX,8.295549,1.44,46363.54,9.636276,1.21,33139.08,5.2332,0.94,12034.94,5.83871,1.15,4058.84,4.435344,1.23,3364.93,FIX
71071,333.99,199.21,1.0,FIX,FIX,6.401195,1.42,15016.55,3.6052198,2.02,60365.31,5.594481,0.89,3579.87,5.983602,1.1,2660.08,4.491656,1.29,2240.77,FIX
73072,333.93,199.44,1.0,FIX,FIX,4.6068106,-2.75,75886.96,0.15817918,0.0,29044.95,5.3173513,1.21,14035.5,5.9855003,1.08,1047.11,4.3284154,1.29,1289.48,FIX
75075,333.72,199.1,1.0,FIX,FIX,6.352476,-1.67,46151.44,1.1509118,1.85,9499.71,3.7652972,1.13,12633.54,5.3686013,1.0,5936.69,3.962705,1.25,3131.39,FIX
77076,333.89,199.04,1.0,FIX,FIX,5.372398,0.83,87878.87,1.0003252,1.25,5148.32,2.40116,1.0,11203.63,5.2819195,0.89,4969.29,3.8810844,1.25,647.04,FIX
79076,333.95,199.35,1.0,FIX,FIX,8.326552,1.42,38637.96,5.9924603,0.64,41142.63,2.742827,0.85,4065.92,4.821934,0.89,3646.55,4.28286,1.23,3276.16,FIX
81074,333.97,199.56,1.0,FIX,FIX,6.7871523,0.48,54893.83,4.717536,1.02,19132.49,3.4558988,0.54,9323.94,4.9149437,1.09,7789.45,4.469511,1.17,2372.19,FIX
