%@metadata width_px 704.0
%@metadata height_px 416.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
912,318.75,224.93,1.0,FIX,FIX,7.9741287,0.41,0.0,9.954533,-0.19,0.0,6.3695593,-1.13,0.0,1.7791995,-1.59,0.0,0.8921306,-2.66,0.0,FIX
2902,318.98,225.03,1.0,FIX,FIX,9.954533,-0.19,44763.84,6.7226152,-0.69,40868.82,9.280688,-1.85,48428.99,1.9816688,-1.65,1823.71,1.9816688,-1.93,11483.87,FIX
4926,319.37,224.81,1.0,FIX,FIX,6.7226152,-0.69,40182.29,6.3695593,-1.13,22926.78,9.863421,-2.24,29308.36,2.8756976,-2.82,21728.39,2.3663607,-2.3,6993.57,FIX
6915,319.31,224.76,1.0,FIX,FIX,10.656847,-2.0,87970.24,9.280688,-1.85,48453.33,7.149699,-3.04,56558.65,5.228771,-2.61,19778.99,2.7257438,-2.25,3028.67,FIX
8911,319.09,224.2,1.0,FIX,FIX,17.077658,-2.22,55851.27,9.863421,-2.24,29719.5,1.7791995,-1.59,56655.64,4.3163934,-2.86,11931.95,2.9370708,-2.21,1900.33,FIX
10909,318.66,223.9,1.0,FIX,FIX,9.688158,-2.49,64846.16,7.149699,-3.04,56303.88,1.9816688,-1.65,1816.41,2.9370708,2.8,20384.0,0.9927325,-2.4,15579.15,FIX
12921,318.6,223.83,1.0,FIX,FIX,12.773918,1.88,144394.14,3.542581,2.47,41163.94,2.8756976,-2.82,21857.99,2.4562063,2.88,4161.04,1.7817303,2.16,17043.97,FIX
14919,318.41,224.67,1.0,FIX,FIX,10.527774,1.36,50905.0,5.4483237,1.15,45054.68,5.228771,-2.61,19689.89,2.9041698,-2.08,26129.16,1.0079178,2.06,6208.09,FIX
16917,318.74,224.48,1.0,FIX,FIX,8.679607,-0.26,110348.35,5.9601912,1.46,14578.56,4.3163934,-2.86,11920.0,0.8921306,-2.66,17474.98,2.4511447,2.13,11448.5,FIX
18915,318.94,224.53,1.0,FIX,FIX,1.8393075,2.11,79734.03,4.9668264,-1.96,85561.25,2.9370708,2.8,20384.0,1.9816688,-1.93,11437.89,2.4252033,2.84,13288.12,FIX
20928,318.68,224.58,1.0,FIX,FIX,14.027963,-2.62,110778.09,7.187662,-2.45,28546.03,2.4562063,2.88,4158.97,2.3663607,-2.3,7031.78,1.1142142,2.66,10531.23,FIX
22915,318.17,224.09,1.0,FIX,FIX,14.804306,-2.33,34425.66,8.306937,-2.77,21623.0,2.9041698,-2.08,26273.81,2.7257438,-2.25,3031.72,1.3837515,1.6,10236.46,FIX
24919,318.04,223.9,1.0,FIX,FIX,3.4495716,2.86,107035.16,7.1281867,-2.43,22799.13,1.8070389,2.59,27446.53,2.9370708,-2.21,1892.74,1.25531,0.46,11287.44,FIX
26921,317.96,224.15,1.0,FIX,FIX,1.5577487,1.99,21520.07,1.0604333,-2.68,48208.0,2.1271937,-2.18,21350.46,0.9927325,-2.4,15548.02,1.9291533,0.66,5887.77,FIX
28919,318.0,223.99,1.0,FIX,FIX,2.3745859,-0.93,30917.66,6.907368,1.21,61069.68,2.6466541,-1.74,9305.09,1.7817303,2.16,17163.4,1.4267762,0.82,4511.89,FIX
30918,318.05,224.03,1.0,FIX,FIX,12.710647,1.12,110428.21,5.317984,-0.09,59297.05,1.9076409,-0.98,14398.55,1.0079178,2.06,6204.99,0.81051016,1.55,7731.71,FIX
32949,318.35,224.72,1.0,FIX,FIX,9.209825,0.1,86643.97,4.5384774,-0.12,6195.9,3.5748496,-1.39,15449.54,2.4511447,2.13,11262.48,0.8200009,3.14,9082.0,FIX
34924,318.63,224.09,1.0,FIX,FIX,13.203532,-1.3,118460.79,4.089248,-0.72,20523.08,2.6725955,-1.06,10907.9,2.4252033,2.84,13442.87,1.2407576,2.98,3606.46,FIX
36925,318.57,223.92,1.0,FIX,FIX,7.006705,-2.01,72100.46,13.61733,-1.66,92306.63,2.3650951,1.4,37531.73,1.1142142,2.66,10594.38,1.7026407,2.55,6117.67,FIX
38923,318.44,223.69,1.0,FIX,FIX,15.53889,-1.96,67657.98,4.978215,-2.14,75099.08,4.3334765,1.46,15641.24,1.3837515,1.6,10180.1,1.1806494,2.46,4241.92,FIX
40925,318.2,223.01,1.0,FIX,FIX,3.1363769,-2.43,101223.48,6.4049916,2.19,74709.21,3.3799727,1.89,14964.2,1.25531,0.46,11298.72,0.93515533,2.19,2970.34,FIX
42927,318.29,223.56,1.0,FIX,FIX,24.85944,1.63,212167.34,11.500893,1.76,49626.87,4.670082,2.39,18398.41,1.9291533,0.66,5887.77,1.4628412,1.77,5652.61,FIX
44929,318.1,224.58,1.0,FIX,FIX,24.736692,1.65,2754.18,19.935638,1.62,68627.53,3.950683,1.97,15061.74,1.4267762,0.82,4502.88,1.6406345,1.95,2594.75,FIX
46929,318.17,225.12,1.0,FIX,FIX,15.018797,1.59,77258.54,11.362328,1.94,77778.22,4.4954524,1.83,6421.96,0.81051016,1.55,7727.84,1.4520849,1.98,1516.49,FIX
48932,318.08,225.53,1.0,FIX,FIX,7.2173996,-2.64,153435.31,2.1512368,1.27,77057.17,4.900391,1.23,21939.16,0.94654423,2.69,7540.69,1.6741683,2.29,4168.81,FIX
50931,317.77,224.9,1.0,FIX,FIX,11.036477,-1.43,85863.03,2.61312,-1.63,37406.78,5.014913,1.22,1126.74,2.8586142,2.23,16209.6,1.3900787,2.88,7449.42,FIX
52929,318.18,224.84,1.0,FIX,FIX,6.2531395,-0.28,80634.9,11.469256,-1.2,72499.45,1.5602795,-0.15,39113.75,3.8627355,1.9,11822.33,1.2837822,-3.03,4024.16,FIX
54934,318.15,224.79,1.0,FIX,FIX,12.447436,-0.99,68788.08,7.681181,-0.15,79456.85,2.723213,-1.73,24821.33,3.598893,1.6,8893.43,1.1243377,2.96,3032.04,FIX
56933,318.61,224.18,1.0,FIX,FIX,9.194007,-0.07,79705.24,3.5223339,-0.8,41989.74,2.4543083,-1.83,2950.33,3.9298036,1.4,6614.36,1.6526562,2.29,8281.67,FIX
58935,318.73,224.75,1.0,FIX,FIX,5.704574,1.91,99453.93,2.8579814,-1.82,25038.49,1.3097237,1.66,29304.19,3.5406828,1.53,4967.31,2.1442769,1.88,7230.76,FIX
60932,318.49,224.52,1.0,FIX,FIX,11.680584,-2.71,106620.21,8.053851,2.31,78383.54,3.7963004,1.82,19885.15,1.579261,1.72,15920.85,2.5954041,1.86,3588.18,FIX
62934,318.06,224.44,1.0,FIX,FIX,11.087095,2.52,90714.25,8.700487,2.69,25197.66,2.988321,1.26,16063.01,1.9019464,1.93,3838.89,2.4467156,1.89,1363.01,FIX
64939,317.92,224.93,1.0,FIX,FIX,13.4756,1.96,56692.35,10.795412,1.99,55263.91,3.1319478,1.66,9592.03,0.99905974,2.67,10579.65,2.2942307,2.39,9236.77,FIX
66936,317.74,225.23,1.0,FIX,FIX,13.300971,1.55,43022.56,8.830828,1.28,55583.74,2.7864845,2.12,11098.2,0.37583375,-3.09,5536.15,2.6877806,2.41,3159.62,FIX
68936,317.94,225.77,1.0,FIX,FIX,11.049765,0.41,104484.44,4.9041877,0.06,67018.55,3.9184148,2.11,8947.43,1.7589525,-2.66,11261.16,2.6631048,2.37,844.54,FIX
70936,318.38,225.51,1.0,FIX,FIX,15.743258,-0.93,134633.77,4.992135,0.19,5001.58,6.3126144,1.72,24433.21,2.387873,-2.71,5042.98,2.4093854,2.5,3284.11,FIX
72955,318.54,224.97,1.0,FIX,FIX,2.5479503,-1.7,109766.93,3.178136,-1.47,48205.42,3.4767785,1.91,23280.53,3.8254054,2.61,24528.83,2.5859132,2.06,8726.29,FIX
