%@metadata width_px 704.0
%@metadata height_px 416.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
1501,315.02,220.26,1.0,FIX,FIX,12.287358,2.34,0.0,8.16774,1.95,0.0,6.5081244,1.66,0.0,0.6434729,2.31,0.0,1.0376554,-0.37,0.0,FIX
3504,314.75,220.54,1.0,FIX,FIX,8.16774,1.95,44680.33,5.4375677,1.42,34687.76,3.088923,-0.05,59762.68,0.6137352,2.88,2790.62,1.9342151,-0.13,7552.11,FIX
5500,314.83,220.74,1.0,FIX,FIX,5.4375677,1.42,34809.41,6.5081244,1.66,13781.72,2.4043236,-0.76,15968.06,1.4109583,-1.37,14017.16,2.0044465,-0.86,11129.19,FIX
7503,314.8,220.88,1.0,FIX,FIX,5.700145,1.23,8727.91,3.088923,-0.05,59762.68,3.00667,-0.95,6245.55,2.4271014,-1.36,8019.31,1.8083044,-1.29,6619.94,FIX
9502,314.95,221.08,1.0,FIX,FIX,7.8324003,-0.81,91747.54,2.4043236,-0.76,15944.1,0.6434729,2.31,28826.24,3.8652666,-1.29,11488.13,2.18224,-1.29,2959.45,FIX
11503,315.14,220.52,1.0,FIX,FIX,8.840319,-1.39,38235.74,3.00667,-0.95,6251.8,0.6137352,2.88,2793.41,1.829184,-1.46,16483.13,1.266699,-1.17,7393.75,FIX
13503,315.05,220.53,1.0,FIX,FIX,2.0563295,2.75,79865.52,5.5438643,-1.63,29285.66,1.4109583,-1.37,13989.12,2.0689838,-1.46,1901.05,1.8215915,-1.07,4540.03,FIX
15503,315.02,220.57,1.0,FIX,FIX,3.2445712,-2.32,25119.59,4.297412,3.03,56849.04,2.4271014,-1.36,8031.34,2.1727493,-0.93,8793.43,1.9981195,-0.79,4444.36,FIX
17504,314.91,220.38,1.0,FIX,FIX,6.645424,3.12,40292.62,1.6222856,-2.39,27381.2,3.8652666,-1.29,11476.65,1.0376554,-0.37,11089.91,1.3242761,-0.01,11099.75,FIX
19503,314.6,220.58,1.0,FIX,FIX,0.223349,2.36,51276.26,2.3998945,-1.87,10092.93,1.829184,-1.46,16499.62,1.9342151,-0.13,7567.22,2.8915155,-0.18,12647.23,FIX
21506,314.9,220.39,1.0,FIX,FIX,7.0440354,-0.74,57343.19,3.098414,-0.66,25137.97,2.0689838,-1.46,1898.2,2.0044465,-0.86,11090.29,2.2973945,0.15,8086.53,FIX
23509,314.93,220.28,1.0,FIX,FIX,6.417013,-0.66,6335.55,6.214544,-0.72,24687.04,2.1727493,-0.93,8780.26,1.8083044,-1.29,6619.94,1.6615142,-0.04,5751.68,FIX
25510,315.22,220.14,1.0,FIX,FIX,5.3863173,-0.7,8341.72,3.4324882,-1.07,25265.56,2.6637373,-0.48,9329.84,2.18224,-1.29,2956.49,1.1224395,-0.46,6192.54,FIX
27510,315.19,220.06,1.0,FIX,FIX,2.694108,-2.27,47591.45,3.5235994,-0.34,19450.16,4.476471,-0.15,16845.18,1.266699,-1.17,7397.45,0.17020081,-2.52,9583.52,FIX
29509,315.11,220.01,1.0,FIX,FIX,2.7567468,0.41,41984.45,2.3486445,-0.24,9593.81,2.8624105,-0.62,18305.27,1.8215915,-1.07,4542.3,0.6883958,-0.89,5687.86,FIX
31518,315.35,220.13,1.0,FIX,FIX,6.339189,0.15,29477.62,5.019974,0.58,30099.24,1.2046927,-1.17,15246.7,1.9981195,-0.79,4424.45,0.85543305,0.7,8722.07,FIX
33546,315.51,220.07,1.0,FIX,FIX,7.345208,0.65,27402.92,3.0199568,-0.1,25739.07,0.49984622,-1.25,5514.47,1.3242761,-0.01,10951.97,0.7257261,-0.11,4959.29,FIX
35515,315.72,220.41,1.0,FIX,FIX,1.6260821,-1.77,69266.4,2.5884442,-2.73,43548.34,0.9427479,-0.58,5086.78,2.8915155,-0.18,12839.92,0.9193374,-0.03,1635.32,FIX
37514,315.49,219.97,1.0,FIX,FIX,12.437313,-2.59,90098.6,2.0227954,-2.94,5879.71,1.8892922,-0.65,7525.54,2.2973945,0.15,8102.71,0.69978476,-0.64,4147.26,FIX
39511,315.05,220.0,1.0,FIX,FIX,3.7165782,2.93,79810.74,4.605545,-2.17,27350.33,1.8665143,-0.64,309.56,1.6615142,-0.04,5768.96,0.74787116,-1.3,3775.35,FIX
