%@metadata width_px 704.0
%@metadata height_px 416.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
840,368.29,198.66,1.0,FIX,FIX,17.401608,-1.66,0.0,16.960604,-1.62,0.0,12.677113,-1.98,0.0,7.8349314,-2.11,0.0,4.0436926,-2.15,0.0,FIX
2848,368.24,198.11,1.0,FIX,FIX,16.960604,-1.62,6884.73,5.1699286,-2.44,110039.02,12.111464,-2.72,70973.05,4.245529,-2.58,35307.08,4.012057,-2.5,11155.2,FIX
4836,368.24,197.59,1.0,FIX,FIX,5.1699286,-2.44,111146.06,12.677113,-1.98,66550.81,13.18645,-2.7,8997.84,3.3825035,2.89,24643.24,3.7944024,-2.64,4471.07,FIX
6844,367.99,197.9,1.0,FIX,FIX,11.258562,-2.55,48319.5,12.111464,-2.72,70973.05,15.862208,-2.29,50654.42,3.869063,2.76,5302.34,4.549866,-2.48,7780.55,FIX
8842,367.65,197.19,1.0,FIX,FIX,19.297861,-2.8,70084.63,13.18645,-2.7,8952.8,7.8349314,-2.11,65404.58,5.803278,1.99,32138.37,3.6507757,-2.94,16258.19,FIX
10847,366.84,197.49,1.0,FIX,FIX,15.32693,-2.81,31315.55,15.862208,-2.29,50730.21,4.245529,-2.58,35359.9,4.3543563,1.06,37442.83,1.3217452,-2.54,19627.08,FIX
12863,366.73,196.87,1.0,FIX,FIX,17.619263,-1.72,133987.52,3.5096798,-2.6,98492.72,3.3825035,2.89,24300.97,6.4587727,1.11,16621.33,1.7602179,2.05,18266.67,FIX
14844,366.67,196.39,1.0,FIX,FIX,8.687833,0.17,175118.84,3.8937387,0.1,57627.14,3.869063,2.76,5374.61,2.9668088,0.73,30800.7,2.2613297,1.73,6466.72,FIX
16850,367.27,196.96,1.0,FIX,FIX,20.936596,1.05,132621.95,9.125673,0.94,56202.36,5.803278,1.99,32010.2,4.0436926,-2.15,54766.55,2.4410212,-2.71,29571.41,FIX
18851,367.33,197.54,1.0,FIX,FIX,13.4667425,1.41,75401.26,15.133318,1.35,60976.23,4.3543563,1.06,37517.68,4.012057,-2.5,11194.22,2.6713302,-2.71,1826.17,FIX
20851,367.41,197.8,1.0,FIX,FIX,12.065275,1.9,50996.26,12.539813,1.71,43571.03,6.4587727,1.11,16754.3,3.7944024,-2.64,4444.25,4.1518874,-2.24,17059.31,FIX
22848,367.08,198.26,1.0,FIX,FIX,12.881479,2.03,13824.53,7.2072763,1.52,44653.66,2.9668088,0.73,30553.92,4.549866,-2.48,7823.41,4.406239,-2.08,5819.84,FIX
24849,367.05,198.53,1.0,FIX,FIX,5.6115646,0.56,106574.12,4.2088313,1.48,23743.44,0.44226897,-2.88,26601.05,3.6507757,-2.94,16233.82,5.0604687,-1.55,20182.12,FIX
26852,367.38,198.45,1.0,FIX,FIX,7.2066436,-0.45,50516.15,10.889055,-1.46,118638.15,3.806424,-2.41,26956.35,1.3217452,-2.54,19646.68,10.275319,-0.44,72741.39,FIX
28854,367.46,198.33,1.0,FIX,FIX,24.765165,-1.67,183481.52,12.193717,-1.5,10933.21,5.621055,-2.21,16129.11,1.7602179,2.05,18394.41,21.296612,-0.09,95843.78,FIX
30856,367.23,196.89,1.0,FIX,FIX,20.984684,-1.78,36334.92,13.669211,-2.03,54616.71,7.864036,-2.05,19726.58,2.2613297,1.73,6398.89,35.178417,0.11,118252.34,FIX
33171,367.16,196.93,1.0,FIX,FIX,9.791291,3.13,145886.81,14.996653,-2.07,9624.34,8.2790985,-2.19,8258.79,2.4410212,-2.71,25624.3,19.981827,0.1,103767.02,FIX
34863,366.61,196.9,1.0,FIX,FIX,11.29083,-2.72,45004.61,8.95484,-2.78,94520.71,6.8295445,-2.25,14337.72,2.6713302,-2.71,2159.68,21.140331,0.24,27346.66,FIX
36858,366.56,196.66,1.0,FIX,FIX,9.517958,-2.39,30220.15,10.902342,-3.06,26600.18,5.228771,-2.61,21042.11,4.1518874,-2.24,17102.07,22.431072,0.27,12102.4,FIX
38861,366.17,196.49,1.0,FIX,FIX,11.666664,2.92,79274.36,3.0300803,2.56,68792.47,3.841856,2.44,42435.28,4.406239,-2.08,5802.41,21.833788,0.24,6901.76,FIX
40858,365.84,196.82,1.0,FIX,FIX,10.003884,1.38,119968.87,8.136738,1.81,49713.8,4.527721,-2.69,36501.87,5.0604687,-1.55,20222.54,20.22416,0.24,12812.96,FIX
42855,366.29,197.11,1.0,FIX,FIX,15.314909,1.05,52816.38,8.530288,1.27,35107.22,2.041777,2.99,24376.38,10.275319,-0.44,72959.94,18.400036,0.13,21184.86,FIX
44855,366.32,197.66,1.0,FIX,FIX,7.204746,1.12,64316.33,3.8785534,-0.89,88127.22,2.6890461,-2.29,18528.6,21.296612,-0.09,95939.63,16.629692,0.15,14208.13,FIX
46861,366.49,197.52,1.0,FIX,FIX,19.46996,-1.71,208110.84,1.8196933,-2.54,34828.84,0.97944546,-2.33,13476.39,35.178417,0.11,118016.54,15.022593,0.16,12738.58,FIX
48858,366.15,196.44,1.0,FIX,FIX,10.536632,-2.2,89368.07,12.045661,-1.71,86300.26,6.040547,-0.59,49686.64,43.086742,0.18,65618.14,13.733749,0.12,11442.37,FIX
50861,366.1,196.98,1.0,FIX,FIX,4.6251593,-1.71,53715.35,10.327203,-1.96,25541.13,23.176413,-0.15,141289.0,46.005466,0.27,39341.02,13.103564,0.14,5477.08,FIX
52863,366.11,196.15,1.0,FIX,FIX,10.720753,-1.72,48128.37,8.4461355,-0.46,101623.31,46.926067,-0.03,190122.14,48.571766,0.29,21763.61,13.001697,0.17,3073.73,SACCADE
54859,366.0,196.31,1.0,FIX,FIX,16.064045,-0.18,150797.02,47.719498,-0.12,315432.25,73.03196,0.08,212096.44,47.870083,0.28,6443.16,13.970386,0.22,9398.26,SACCADE
56865,367.11,195.97,1.0,FIX,SACCADE,96.26343,-0.01,634016.7,95.9863,0.1,397945.1,89.58763,0.19,149849.53,44.100357,0.23,34690.18,14.531605,0.21,4460.23,SACCADE
58862,372.09,196.25,1.0,FIX,SACCADE,176.61655,0.12,650725.3,150.85486,0.14,435804.78,93.84771,0.26,60060.44,37.98072,0.15,55390.9,14.506297,0.24,3266.05,SACCADE
60865,378.19,197.35,1.0,FIX,SACCADE,206.96228,0.21,269614.12,172.56528,0.22,201979.38,99.43586,0.31,55663.74,33.850346,0.1,35199.14,15.724909,0.25,9682.25,SACCADE
