@RELATION gaze_labels

%@METADATA width_px 528
%@METADATA height_px 224
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
431,263.09,86.67,1.00,FIX,FIX
2416,263.24,86.91,1.00,FIX,FIX
4417,263.20,87.06,1.00,FIX,FIX
6412,263.09,86.63,1.00,FIX,FIX
8412,263.10,87.02,1.00,FIX,FIX
10415,263.15,86.95,1.00,FIX,FIX
12417,263.28,86.62,1.00,FIX,FIX
14417,263.35,86.61,1.00,FIX,FIX
16415,263.10,86.52,1.00,FIX,FIX
18419,263.22,86.41,1.00,FIX,FIX
20416,263.06,86.55,1.00,FIX,FIX
22414,263.15,86.80,1.00,FIX,FIX
24423,263.52,86.96,1.00,FIX,FIX
26422,263.51,87.20,1.00,FIX,FIX
28422,263.08,87.13,1.00,FIX,FIX
30423,263.03,86.89,1.00,FIX,FIX
33317,263.13,87.04,1.00,FIX,FIX
34420,263.41,86.64,1.00,FIX,FIX
36427,263.64,86.81,1.00,FIX,FIX
38433,263.77,86.47,1.00,FIX,FIX
40428,263.41,86.56,1.00,FIX,FIX
42428,263.71,86.64,1.00,FIX,FIX
44433,263.77,86.95,1.00,FIX,FIX
46429,263.84,87.28,1.00,FIX,FIX
48431,263.82,87.53,1.00,FIX,FIX
50434,263.58,87.40,1.00,FIX,FIX
52433,263.39,87.08,1.00,FIX,FIX
54432,263.13,86.81,1.00,FIX,FIX
56435,263.16,86.96,1.00,FIX,FIX
58437,263.66,87.12,1.00,FIX,FIX
60438,263.91,87.51,1.00,FIX,FIX
62438,263.90,87.43,1.00,FIX,FIX
64438,263.97,87.61,1.00,FIX,FIX
66436,263.75,87.02,1.00,FIX,FIX
68441,263.32,87.06,1.00,FIX,FIX
70448,263.37,86.69,1.00,FIX,FIX
73603,263.41,86.61,1.00,FIX,FIX
74444,263.55,86.80,1.00,FIX,FIX
76444,263.45,86.77,1.00,FIX,FIX
78448,263.53,86.74,1.00,FIX,FIX
80445,263.40,87.20,1.00,FIX,FIX
82445,263.51,87.59,1.00,FIX,FIX
84446,263.44,88.02,1.00,FIX,FIX
86445,263.44,87.81,1.00,FIX,FIX
88448,263.47,87.34,1.00,FIX,FIX
90449,263.18,86.77,1.00,FIX,FIX
92449,263.22,86.73,1.00,FIX,FIX
94448,263.09,87.11,1.00,FIX,FIX
96451,263.03,87.32,1.00,FIX,FIX
98455,263.17,87.15,1.00,FIX,FIX
100452,263.30,87.19,1.00,FIX,FIX
102452,263.28,86.89,1.00,FIX,FIX
104462,263.16,87.04,1.00,FIX,FIX
106452,263.11,87.58,1.00,FIX,FIX
108455,263.06,87.46,1.00,FIX,FIX
110457,262.75,87.85,1.00,FIX,FIX
112455,262.61,87.45,1.00,FIX,FIX
114455,262.84,87.39,1.00,FIX,FIX
116458,262.78,87.28,1.00,FIX,FIX
118459,262.77,87.48,1.00,FIX,FIX
120459,262.63,87.17,1.00,FIX,FIX
122460,262.60,87.67,1.00,FIX,FIX
124460,262.58,87.77,1.00,FIX,FIX
126460,262.54,87.90,1.00,FIX,FIX
128464,262.61,88.22,1.00,FIX,FIX
130464,262.61,88.37,1.00,FIX,FIX
132465,262.40,88.50,1.00,FIX,FIX
134463,262.49,88.60,1.00,FIX,FIX
136464,262.09,88.31,1.00,FIX,FIX
138467,261.98,88.33,1.00,FIX,FIX
140467,261.96,88.17,1.00,FIX,FIX
142469,261.90,88.13,1.00,FIX,FIX
144465,261.94,88.17,1.00,FIX,FIX
146466,261.68,88.30,1.00,FIX,FIX
148470,261.88,88.56,1.00,FIX,FIX
150471,261.93,88.48,1.00,FIX,FIX
152476,261.79,88.29,1.00,FIX,FIX
154473,261.80,88.57,1.00,FIX,FIX
156473,262.07,88.81,1.00,FIX,FIX
158476,261.90,89.03,1.00,FIX,FIX
160475,262.23,88.73,1.00,FIX,FIX
162473,262.17,88.88,1.00,FIX,FIX
164472,262.12,88.93,1.00,FIX,FIX
166473,262.38,89.31,1.00,FIX,FIX
168477,262.14,89.25,1.00,FIX,FIX
170479,262.00,88.83,1.00,FIX,FIX
172477,261.98,88.74,1.00,FIX,FIX
174478,261.77,88.32,1.00,FIX,FIX
176477,261.62,88.34,1.00,FIX,FIX
178482,261.49,88.50,1.00,FIX,FIX
180482,261.28,88.68,1.00,FIX,FIX
182483,261.47,88.90,1.00,FIX,FIX
184480,261.87,89.20,1.00,FIX,FIX
186498,262.14,89.18,1.00,FIX,FIX
188486,262.30,89.08,1.00,FIX,FIX
190484,262.01,89.40,1.00,FIX,FIX
192480,261.84,89.53,1.00,FIX,FIX
194487,261.78,89.36,1.00,FIX,FIX
196487,261.71,89.61,1.00,FIX,FIX
198489,261.74,89.82,1.00,FIX,FIX
200488,261.59,89.62,1.00,FIX,FIX
202488,261.11,89.59,1.00,FIX,FIX
204487,260.98,89.51,1.00,FIX,FIX
206488,261.20,89.78,1.00,FIX,FIX
208490,261.14,89.80,1.00,FIX,FIX
210494,261.12,89.74,1.00,FIX,FIX
212491,261.20,89.71,1.00,FIX,FIX
214490,261.16,89.99,1.00,FIX,FIX
216491,261.26,89.57,1.00,FIX,FIX
218496,261.63,89.73,1.00,FIX,FIX
220502,261.54,89.69,1.00,FIX,FIX
222499,261.45,89.72,1.00,FIX,FIX
224501,261.24,90.08,1.00,FIX,FIX
226497,261.21,90.16,1.00,FIX,FIX
228501,261.18,90.37,1.00,FIX,FIX
230498,261.20,90.36,1.00,FIX,FIX
232501,261.70,90.99,1.00,FIX,FIX
234503,261.62,91.09,1.00,FIX,FIX
236503,261.54,91.22,1.00,FIX,FIX
238505,261.33,91.13,1.00,FIX,FIX
240504,261.18,91.01,1.00,FIX,FIX
242507,260.77,91.69,1.00,FIX,FIX
244505,261.09,91.05,1.00,FIX,FIX
246505,261.22,90.77,1.00,FIX,FIX
248509,261.25,90.41,1.00,FIX,FIX
250509,261.21,90.59,1.00,FIX,FIX
252509,261.10,91.04,1.00,FIX,FIX
254509,261.11,90.98,1.00,FIX,FIX
256507,261.30,91.30,1.00,FIX,FIX
258510,261.52,91.40,1.00,FIX,FIX
260508,261.11,91.61,1.00,FIX,FIX
262511,261.05,91.02,1.00,FIX,FIX
264512,260.84,90.88,1.00,FIX,FIX
266510,260.84,91.16,1.00,FIX,FIX
268524,261.10,91.54,1.00,FIX,FIX
270512,261.01,91.85,1.00,FIX,FIX
272512,260.88,91.75,1.00,FIX,FIX
274518,260.77,91.66,1.00,FIX,FIX
276514,260.71,91.88,1.00,FIX,FIX
278520,260.63,91.43,1.00,FIX,FIX
280520,260.92,91.45,1.00,FIX,FIX
282518,260.85,90.88,1.00,FIX,FIX
284521,260.88,90.86,1.00,FIX,FIX
