@RELATION gaze_labels

%@METADATA width_px 528
%@METADATA height_px 224
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
664,284.76,101.64,1.00,FIX,FIX
2653,284.86,101.49,1.00,FIX,FIX
4660,284.80,101.69,1.00,FIX,FIX
6658,284.90,101.78,1.00,FIX,FIX
8663,285.15,101.43,1.00,FIX,FIX
10653,285.40,101.05,1.00,FIX,FIX
12662,285.38,101.14,1.00,FIX,FIX
14661,285.14,101.10,1.00,FIX,FIX
16662,284.83,101.30,1.00,FIX,FIX
18667,284.81,101.16,1.00,FIX,FIX
20666,284.88,101.17,1.00,FIX,FIX
22663,284.77,100.60,1.00,FIX,FIX
24661,285.04,100.81,1.00,FIX,FIX
26660,285.08,100.66,1.00,FIX,FIX
28667,284.98,101.44,1.00,FIX,FIX
30669,285.10,101.85,1.00,FIX,FIX
32666,284.89,101.67,1.00,FIX,FIX
34667,285.10,101.46,1.00,FIX,FIX
36668,285.14,101.47,1.00,FIX,FIX
38693,284.96,101.70,1.00,FIX,FIX
40671,284.96,101.80,1.00,FIX,FIX
42666,284.96,101.81,1.00,FIX,FIX
44671,285.02,101.82,1.00,FIX,FIX
46669,284.99,101.99,1.00,FIX,FIX
48672,285.06,102.27,1.00,FIX,FIX
50675,285.14,102.32,1.00,FIX,FIX
52673,285.06,102.03,1.00,FIX,FIX
54679,284.83,102.36,1.00,FIX,FIX
56687,284.80,102.82,1.00,FIX,FIX
58676,285.08,102.59,1.00,FIX,FIX
60679,285.26,102.43,1.00,FIX,FIX
62677,285.33,102.19,1.00,FIX,FIX
64680,285.22,102.22,1.00,FIX,FIX
66680,285.19,102.29,1.00,FIX,FIX
68681,284.81,102.47,1.00,FIX,FIX
70684,283.99,102.80,1.00,FIX,FIX
72681,284.03,102.90,1.00,SACCADE,FIX
74680,283.99,101.91,1.00,SACCADE,SACCADE
76682,289.97,102.14,1.00,SACCADE,SACCADE
78688,293.11,103.28,1.00,SACCADE,SACCADE
80687,305.44,104.36,1.00,SACCADE,SACCADE
82684,310.34,105.30,1.00,SACCADE,SACCADE
84685,325.58,107.10,1.00,SACCADE,SACCADE
86685,332.10,108.87,1.00,SACCADE,SACCADE
88688,342.82,111.03,1.00,SACCADE,SACCADE
90691,350.38,111.03,1.00,SACCADE,SACCADE
92691,357.46,111.70,1.00,SACCADE,SACCADE
94691,363.43,112.04,1.00,SACCADE,SACCADE
96693,367.46,112.17,1.00,SACCADE,SACCADE
98694,378.01,112.18,1.00,SACCADE,SACCADE
100693,380.35,112.17,1.00,SACCADE,SACCADE
102695,390.74,112.04,1.00,SACCADE,SACCADE
104691,393.94,111.60,1.00,SACCADE,SACCADE
106692,399.19,111.63,1.00,SACCADE,SACCADE
108698,403.44,112.01,1.00,SACCADE,SACCADE
110698,405.83,112.23,1.00,SACCADE,SACCADE
112695,407.87,112.24,1.00,SACCADE,SACCADE
114695,407.29,112.19,1.00,SACCADE,SACCADE
116698,406.00,111.74,1.00,SACCADE,SACCADE
118701,403.89,111.20,1.00,SACCADE,SACCADE
120703,401.18,110.60,1.00,SACCADE,SACCADE
122699,399.09,109.78,1.00,SACCADE,SACCADE
124697,397.67,109.10,1.00,SACCADE,SACCADE
126697,397.43,108.83,1.00,SACCADE,SACCADE
128702,396.97,108.47,1.00,SACCADE,SACCADE
130702,396.99,108.26,1.00,SACCADE,SACCADE
132703,397.49,107.93,1.00,SACCADE,SACCADE
134699,398.18,107.92,1.00,SACCADE,SACCADE
136702,398.85,108.54,1.00,SACCADE,SACCADE
