@RELATION gaze_labels

%@METADATA width_px 528
%@METADATA height_px 224
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
1731,269.53,114.00,1.00,FIX,FIX
3717,269.59,114.04,1.00,FIX,FIX
5713,269.45,114.39,1.00,FIX,FIX
7715,269.32,114.78,1.00,FIX,FIX
9727,269.30,114.42,1.00,FIX,FIX
11727,269.56,114.52,1.00,FIX,FIX
13720,269.27,114.11,1.00,FIX,FIX
15717,268.91,114.11,1.00,FIX,FIX
17717,268.63,114.23,1.00,FIX,FIX
19719,268.79,113.78,1.00,FIX,FIX
21726,268.70,114.38,1.00,FIX,FIX
23723,268.83,114.22,1.00,FIX,FIX
25723,268.87,115.07,1.00,FIX,FIX
27724,268.97,115.62,1.00,FIX,FIX
29727,268.97,115.37,1.00,FIX,FIX
31727,268.76,114.95,1.00,FIX,FIX
33737,268.43,115.16,1.00,FIX,FIX
35728,268.50,115.27,1.00,FIX,FIX
37728,268.26,114.64,1.00,FIX,FIX
39733,267.90,114.08,1.00,FIX,FIX
41733,268.00,113.99,1.00,FIX,FIX
43730,268.14,114.12,1.00,FIX,FIX
45738,268.65,113.86,1.00,FIX,FIX
47734,268.29,114.17,1.00,FIX,FIX
49737,268.27,114.57,1.00,FIX,FIX
51731,267.79,114.33,1.00,FIX,FIX
53733,267.54,114.47,1.00,FIX,FIX
55734,267.93,114.46,1.00,FIX,FIX
57735,267.77,114.60,1.00,FIX,FIX
59737,267.39,114.88,1.00,FIX,FIX
61743,267.61,114.85,1.00,FIX,FIX
63738,267.22,115.02,1.00,FIX,FIX
65740,266.93,114.94,1.00,FIX,FIX
67736,267.37,114.59,1.00,FIX,FIX
69743,267.25,114.64,1.00,FIX,FIX
71741,267.20,115.08,1.00,FIX,FIX
73751,267.19,114.32,1.00,FIX,FIX
75740,266.75,114.97,1.00,FIX,FIX
77741,266.94,114.58,1.00,FIX,FIX
79747,267.08,114.00,1.00,FIX,FIX
81745,267.22,113.89,1.00,FIX,FIX
83745,267.45,113.81,1.00,FIX,FIX
85760,267.23,114.06,1.00,FIX,FIX
87744,266.98,114.22,1.00,FIX,FIX
89748,266.60,114.54,1.00,FIX,FIX
91748,266.50,114.53,1.00,FIX,FIX
93748,266.85,114.33,1.00,FIX,FIX
95746,267.30,114.56,1.00,FIX,FIX
97748,267.30,114.52,1.00,FIX,FIX
99752,267.53,114.57,1.00,FIX,FIX
