@RELATION gaze_labels

%@METADATA width_px 528
%@METADATA height_px 224
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
360,257.33,117.50,1.00,FIX,FIX
2358,257.36,117.83,1.00,FIX,FIX
4359,257.43,117.93,1.00,FIX,FIX
6360,257.64,117.87,1.00,FIX,FIX
8360,257.73,117.98,1.00,FIX,FIX
10366,257.74,117.89,1.00,FIX,FIX
12360,257.74,117.66,1.00,FIX,FIX
14361,257.71,117.87,1.00,FIX,FIX
16365,257.73,117.76,1.00,FIX,FIX
18365,257.80,117.66,1.00,FIX,FIX
20363,257.39,117.85,1.00,FIX,FIX
22366,257.30,118.13,1.00,FIX,FIX
24372,257.24,118.39,1.00,FIX,FIX
26374,257.42,118.28,1.00,FIX,FIX
28368,257.40,118.43,1.00,FIX,FIX
30373,257.44,118.43,1.00,FIX,FIX
33328,257.42,118.50,1.00,FIX,FIX
34367,257.33,118.47,1.00,FIX,FIX
36373,257.42,118.45,1.00,FIX,FIX
38372,257.43,118.47,1.00,FIX,FIX
40374,257.45,118.06,1.00,FIX,FIX
42370,257.36,118.24,1.00,FIX,FIX
44373,256.93,118.24,1.00,FIX,FIX
46376,257.02,118.12,1.00,FIX,FIX
48376,256.98,118.41,1.00,FIX,FIX
50377,257.44,118.28,1.00,FIX,FIX
52380,257.44,118.40,1.00,FIX,FIX
54376,257.43,118.44,1.00,FIX,FIX
56394,257.33,118.54,1.00,FIX,FIX
58377,257.07,118.83,1.00,FIX,FIX
60378,256.89,118.93,1.00,FIX,FIX
62381,256.39,118.77,1.00,FIX,FIX
64379,255.68,118.91,1.00,SACCADE,SACCADE
66383,255.02,119.74,1.00,SACCADE,SACCADE
68382,253.63,121.00,1.00,SACCADE,SACCADE
70390,252.53,122.20,1.00,SACCADE,SACCADE
73085,251.63,122.49,1.00,SACCADE,SACCADE
74382,250.11,122.89,1.00,SACCADE,SACCADE
76389,247.69,123.36,1.00,SACCADE,SACCADE
78389,245.88,123.81,1.00,SACCADE,SACCADE
80391,245.34,124.91,1.00,SACCADE,SACCADE
82387,245.30,126.20,1.00,SACCADE,SACCADE
84388,245.97,127.33,1.00,SACCADE,SACCADE
86391,247.57,128.37,1.00,SACCADE,SACCADE
88390,251.10,129.24,1.00,SACCADE,SACCADE
90391,252.64,130.28,1.00,SACCADE,SACCADE
92394,253.30,131.21,1.00,SACCADE,SACCADE
94390,253.60,131.74,1.00,SACCADE,SACCADE
96395,253.18,132.05,1.00,SACCADE,SACCADE
98397,252.64,131.52,1.00,SACCADE,SACCADE
100399,251.61,131.33,1.00,SACCADE,SACCADE
102396,250.84,130.93,1.00,SACCADE,SACCADE
104393,250.61,130.59,1.00,SACCADE,SACCADE
106397,250.43,130.54,1.00,SACCADE,SACCADE
108396,250.50,130.29,1.00,SACCADE,SACCADE
110400,250.80,130.31,1.00,SACCADE,SACCADE
112400,250.70,130.23,1.00,SACCADE,SACCADE
114398,250.87,130.20,1.00,FIX,FIX
116404,250.66,130.43,1.00,FIX,FIX
118402,250.67,130.85,1.00,FIX,FIX
120399,250.63,130.96,1.00,FIX,FIX
122400,250.43,131.33,1.00,FIX,FIX
124400,250.53,131.25,1.00,FIX,FIX
126404,250.52,131.42,1.00,FIX,FIX
128406,250.63,131.46,1.00,FIX,FIX
130406,250.77,131.47,1.00,FIX,FIX
132405,250.86,131.69,1.00,FIX,FIX
134407,250.87,131.49,1.00,FIX,FIX
136416,250.70,131.45,1.00,FIX,FIX
138412,250.94,131.64,1.00,FIX,FIX
140407,250.78,131.71,1.00,FIX,FIX
142410,250.82,131.85,1.00,FIX,FIX
144408,250.63,131.84,1.00,FIX,FIX
146416,250.31,131.66,1.00,FIX,FIX
148414,250.35,131.51,1.00,FIX,FIX
150410,250.33,131.45,1.00,FIX,FIX
152414,250.46,131.51,1.00,FIX,FIX
154413,250.51,131.69,1.00,FIX,FIX
156417,250.31,131.77,1.00,FIX,FIX
158418,250.36,131.84,1.00,FIX,FIX
160419,250.39,132.03,1.00,FIX,FIX
162414,250.41,131.90,1.00,FIX,FIX
164415,250.40,131.92,1.00,FIX,FIX
166421,250.13,132.18,1.00,FIX,FIX
168422,250.51,132.16,1.00,FIX,FIX
170421,250.62,132.10,1.00,FIX,FIX
172422,250.47,131.91,1.00,FIX,FIX
174420,250.44,131.99,1.00,FIX,FIX
176423,250.33,132.25,1.00,FIX,FIX
178426,250.31,132.39,1.00,FIX,FIX
180427,250.04,132.60,1.00,FIX,FIX
182422,250.21,132.29,1.00,FIX,FIX
184424,250.07,132.01,1.00,FIX,FIX
186428,250.06,132.25,1.00,FIX,FIX
188429,250.07,132.10,1.00,FIX,FIX
190427,250.11,132.24,1.00,FIX,FIX
192429,250.15,131.94,1.00,FIX,FIX
194425,250.09,132.16,1.00,FIX,FIX
196432,250.42,132.16,1.00,FIX,FIX
198434,250.57,132.04,1.00,FIX,FIX
200429,250.55,132.29,1.00,FIX,FIX
202431,250.19,132.18,1.00,FIX,FIX
204432,250.07,132.50,1.00,FIX,FIX
206437,249.98,132.60,1.00,FIX,FIX
208433,250.07,132.41,1.00,FIX,FIX
210432,250.12,132.11,1.00,FIX,FIX
212434,249.96,132.29,1.00,FIX,FIX
214435,250.19,132.20,1.00,FIX,FIX
216436,250.09,132.10,1.00,FIX,FIX
218436,250.02,132.06,1.00,FIX,FIX
220452,250.16,132.23,1.00,FIX,FIX
222443,250.43,132.30,1.00,FIX,FIX
224438,250.41,132.60,1.00,FIX,FIX
226442,250.13,132.50,1.00,FIX,FIX
228440,249.93,132.19,1.00,FIX,FIX
230443,249.86,132.19,1.00,FIX,FIX
232441,249.69,131.78,1.00,FIX,FIX
234449,249.68,131.65,1.00,FIX,FIX
236444,249.69,131.58,1.00,FIX,FIX
238444,250.10,131.92,1.00,FIX,SACCADE
240449,252.39,132.55,1.00,SACCADE,SACCADE
242443,258.28,132.85,1.00,SACCADE,SACCADE
244443,265.57,132.72,1.00,SACCADE,SACCADE
246447,275.41,132.07,1.00,SACCADE,SACCADE
248450,285.64,130.37,1.00,SACCADE,SACCADE
250449,293.11,129.37,1.00,SACCADE,SACCADE
252447,296.55,128.03,1.00,SACCADE,SACCADE
254449,307.10,127.25,1.00,SACCADE,SACCADE
256454,308.28,124.55,1.00,SACCADE,SACCADE
258453,318.19,122.49,1.00,SACCADE,SACCADE
260452,319.88,121.09,1.00,SACCADE,SACCADE
262454,328.77,118.77,1.00,SACCADE,SACCADE
264454,333.76,116.76,1.00,SACCADE,SACCADE
266454,341.85,113.83,1.00,SACCADE,SACCADE
268458,347.25,110.07,1.00,SACCADE,SACCADE
270457,351.96,106.32,1.00,SACCADE,SACCADE
272455,359.48,102.90,1.00,SACCADE,SACCADE
274458,364.46,98.16,1.00,SACCADE,SACCADE
276463,368.19,96.73,1.00,SACCADE,SACCADE
278461,373.82,95.92,1.00,SACCADE,SACCADE
280461,376.63,95.74,1.00,SACCADE,SACCADE
282463,380.51,96.02,1.00,SACCADE,SACCADE
284458,384.79,95.87,1.00,SACCADE,SACCADE
286464,386.82,95.97,1.00,SACCADE,SACCADE
288462,387.75,95.74,1.00,SACCADE,SACCADE
290465,387.69,95.08,1.00,SACCADE,SACCADE
292462,386.52,93.49,1.00,SACCADE,SACCADE
294463,384.41,92.59,1.00,SACCADE,SACCADE
296465,382.79,91.64,1.00,SACCADE,SACCADE
298465,381.83,90.89,1.00,SACCADE,SACCADE
300469,381.41,90.32,1.00,SACCADE,SACCADE
302482,381.73,89.58,1.00,SACCADE,SACCADE
304466,382.84,89.65,1.00,SACCADE,SACCADE
306470,383.76,89.82,1.00,SACCADE,SACCADE
308471,385.42,89.57,1.00,SACCADE,SACCADE
310470,387.18,89.86,1.00,SACCADE,SACCADE
312486,388.34,89.70,1.00,SACCADE,SACCADE
314471,389.96,89.80,1.00,SACCADE,SACCADE
316474,391.01,89.84,1.00,SACCADE,FIX
318472,391.76,89.88,1.00,SACCADE,FIX
320474,392.08,89.84,1.00,FIX,FIX
322472,392.49,89.53,1.00,FIX,FIX
324473,392.90,89.23,1.00,FIX,FIX
326477,392.98,88.99,1.00,FIX,FIX
328476,393.19,88.88,1.00,FIX,FIX
