@RELATION gaze_labels

%@METADATA width_px 528
%@METADATA height_px 224
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
19,259.75,111.74,1.00,FIX,FIX
2020,259.81,111.61,1.00,FIX,FIX
4012,259.79,111.43,1.00,FIX,FIX
6012,259.78,111.50,1.00,FIX,FIX
8011,259.75,111.31,1.00,FIX,FIX
10018,259.69,111.27,1.00,FIX,FIX
12013,259.28,111.41,1.00,FIX,FIX
14012,259.09,111.17,1.00,FIX,FIX
16018,259.27,111.18,1.00,FIX,FIX
18014,259.49,111.08,1.00,FIX,FIX
20020,259.63,111.00,1.00,FIX,FIX
22023,259.63,111.16,1.00,FIX,FIX
24025,259.50,110.93,1.00,FIX,FIX
26027,259.52,110.68,1.00,FIX,FIX
28018,259.45,111.06,1.00,FIX,FIX
30023,259.68,111.01,1.00,FIX,FIX
32022,259.78,111.06,1.00,FIX,FIX
34034,259.61,111.11,1.00,FIX,FIX
36023,259.62,111.23,1.00,FIX,FIX
38024,259.67,111.15,1.00,FIX,FIX
40031,259.71,111.26,1.00,FIX,FIX
42028,259.80,110.94,1.00,FIX,FIX
44028,259.82,110.95,1.00,FIX,FIX
46026,259.89,110.70,1.00,FIX,FIX
48030,259.72,110.70,1.00,FIX,FIX
50032,259.68,110.85,1.00,FIX,FIX
52031,259.60,110.67,1.00,FIX,FIX
54031,259.56,110.74,1.00,FIX,FIX
56031,259.31,110.66,1.00,FIX,FIX
58031,259.48,110.62,1.00,FIX,FIX
60033,259.36,110.70,1.00,FIX,FIX
62033,259.06,110.58,1.00,FIX,FIX
64034,259.30,110.46,1.00,FIX,FIX
66036,259.36,110.47,1.00,FIX,FIX
68035,259.45,110.16,1.00,FIX,FIX
70038,259.53,110.24,1.00,FIX,FIX
72032,259.56,110.30,1.00,FIX,FIX
74041,259.60,110.50,1.00,FIX,FIX
76042,259.67,110.36,1.00,FIX,FIX
78037,259.64,110.37,1.00,FIX,FIX
80039,259.63,110.20,1.00,FIX,FIX
82040,259.50,110.08,1.00,FIX,FIX
84039,259.55,110.14,1.00,FIX,FIX
86041,259.47,110.35,1.00,FIX,FIX
88042,259.40,110.54,1.00,FIX,FIX
90047,259.41,110.41,1.00,FIX,FIX
92046,259.54,109.97,1.00,FIX,FIX
94045,259.74,109.95,1.00,FIX,FIX
96049,259.63,109.74,1.00,FIX,FIX
98046,259.71,109.74,1.00,FIX,FIX
100050,259.61,110.01,1.00,FIX,FIX
102049,259.74,110.18,1.00,FIX,FIX
104049,260.09,110.13,1.00,FIX,FIX
106051,260.12,110.00,1.00,FIX,FIX
108053,259.96,109.97,1.00,FIX,FIX
110051,260.15,109.92,1.00,SACCADE,SACCADE
112050,260.60,109.74,1.00,SACCADE,SACCADE
114051,261.19,109.67,1.00,SACCADE,SACCADE
116049,261.57,109.46,1.00,SACCADE,SACCADE
118051,261.61,109.27,1.00,SACCADE,SACCADE
120053,261.60,108.99,1.00,SACCADE,SACCADE
122057,261.38,108.70,1.00,SACCADE,SACCADE
124054,261.10,108.15,1.00,SACCADE,SACCADE
126054,260.69,107.65,1.00,SACCADE,SACCADE
128053,260.37,106.67,1.00,SACCADE,SACCADE
130058,259.94,105.84,1.00,SACCADE,SACCADE
132060,259.69,105.53,1.00,SACCADE,SACCADE
134057,259.73,105.24,1.00,SACCADE,SACCADE
136062,259.68,105.11,1.00,SACCADE,SACCADE
138057,260.10,105.42,1.00,FIX,FIX
140064,260.57,105.36,1.00,FIX,FIX
142061,261.04,105.38,1.00,FIX,FIX
144062,261.34,105.34,1.00,FIX,FIX
146061,261.40,105.28,1.00,FIX,FIX
148073,261.40,105.20,1.00,FIX,FIX
150067,261.31,104.93,1.00,FIX,FIX
152068,261.24,105.36,1.00,FIX,FIX
154072,261.35,105.30,1.00,FIX,FIX
156069,261.48,105.12,1.00,FIX,FIX
158066,261.46,105.11,1.00,FIX,FIX
160071,261.55,104.86,1.00,FIX,FIX
162071,261.69,105.01,1.00,FIX,FIX
164071,261.66,105.19,1.00,FIX,FIX
166069,261.67,105.68,1.00,FIX,FIX
168070,261.51,105.71,1.00,FIX,FIX
170074,261.43,105.70,1.00,FIX,FIX
172072,261.63,105.52,1.00,FIX,FIX
174075,261.58,105.23,1.00,FIX,FIX
176075,261.69,105.50,1.00,FIX,FIX
178078,261.57,105.51,1.00,FIX,FIX
180079,261.62,105.43,1.00,FIX,FIX
182078,261.66,105.40,1.00,FIX,FIX
184079,261.71,105.29,1.00,FIX,FIX
186075,261.84,105.15,1.00,FIX,FIX
188081,261.88,105.24,1.00,FIX,FIX
190081,261.73,105.14,1.00,FIX,FIX
192085,261.63,104.95,1.00,FIX,FIX
194082,261.90,105.01,1.00,FIX,FIX
196094,261.82,105.20,1.00,FIX,FIX
198082,261.72,105.11,1.00,FIX,FIX
200086,261.81,105.57,1.00,FIX,FIX
202087,261.86,105.78,1.00,FIX,FIX
204086,261.97,105.75,1.00,FIX,FIX
206086,262.01,105.86,1.00,FIX,FIX
208085,261.81,105.67,1.00,FIX,FIX
210090,261.83,105.22,1.00,FIX,FIX
212085,261.65,105.33,1.00,FIX,FIX
214086,261.62,105.53,1.00,FIX,FIX
216090,261.57,105.75,1.00,FIX,FIX
218093,261.79,105.88,1.00,FIX,FIX
220091,261.79,105.93,1.00,FIX,FIX
222092,261.73,106.10,1.00,FIX,FIX
224092,261.79,106.18,1.00,FIX,FIX
226090,261.79,106.17,1.00,FIX,FIX
228091,261.95,106.25,1.00,FIX,FIX
230094,261.96,106.23,1.00,FIX,FIX
232096,261.67,106.00,1.00,FIX,FIX
234096,261.93,106.15,1.00,FIX,FIX
236094,261.92,106.07,1.00,FIX,FIX
238095,261.95,106.16,1.00,FIX,FIX
240099,262.01,106.21,1.00,FIX,FIX
242098,262.05,106.10,1.00,FIX,FIX
244099,262.53,106.13,1.00,SACCADE,SACCADE
246098,267.77,105.56,1.00,SACCADE,SACCADE
248099,276.91,105.64,1.00,SACCADE,SACCADE
250102,281.25,105.62,1.00,SACCADE,SACCADE
252100,291.24,105.06,1.00,SACCADE,SACCADE
254102,298.14,104.72,1.00,SACCADE,SACCADE
256104,305.21,104.09,1.00,SACCADE,SACCADE
258103,312.24,103.98,1.00,SACCADE,SACCADE
260107,316.94,103.49,1.00,SACCADE,SACCADE
262108,325.70,101.92,1.00,SACCADE,SACCADE
264107,328.19,100.47,1.00,SACCADE,SACCADE
266103,337.73,99.78,1.00,SACCADE,SACCADE
268104,341.25,98.93,1.00,SACCADE,SACCADE
270110,348.03,98.14,1.00,SACCADE,SACCADE
272109,356.11,97.69,1.00,SACCADE,SACCADE
274109,361.14,98.02,1.00,SACCADE,SACCADE
