@RELATION gaze_labels

%@METADATA width_px 528
%@METADATA height_px 224
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
838,224.98,116.22,1.00,FIX,FIX
2831,224.86,116.29,1.00,FIX,FIX
4829,224.95,116.37,1.00,FIX,FIX
6834,224.99,116.33,1.00,FIX,FIX
8835,225.13,116.41,1.00,FIX,FIX
10834,225.17,116.54,1.00,FIX,FIX
12834,225.44,116.38,1.00,FIX,FIX
14829,225.41,116.32,1.00,FIX,FIX
16831,225.63,116.29,1.00,FIX,FIX
18839,225.36,116.71,1.00,FIX,FIX
20840,225.30,116.78,1.00,FIX,FIX
22839,225.26,116.64,1.00,FIX,FIX
24840,225.20,116.86,1.00,FIX,FIX
26840,225.19,116.84,1.00,FIX,FIX
28842,225.13,116.51,1.00,SACCADE,SACCADE
30845,224.46,116.33,1.00,SACCADE,SACCADE
32839,223.54,117.15,1.00,SACCADE,SACCADE
34836,218.88,119.81,1.00,SACCADE,SACCADE
36841,214.29,121.58,1.00,SACCADE,SACCADE
38850,208.96,123.39,1.00,SACCADE,SACCADE
40847,206.54,123.97,1.00,SACCADE,SACCADE
42847,205.35,124.65,1.00,SACCADE,SACCADE
44844,205.40,124.31,1.00,FIX,FIX
46848,205.25,124.14,1.00,FIX,FIX
48853,205.43,124.23,1.00,FIX,FIX
50848,205.66,124.33,1.00,FIX,FIX
52848,205.74,124.21,1.00,FIX,FIX
54849,205.81,123.60,1.00,FIX,FIX
56854,205.58,123.22,1.00,FIX,FIX
58852,205.65,122.61,1.00,FIX,FIX
60853,205.88,121.80,1.00,FIX,FIX
62855,206.34,121.10,1.00,FIX,FIX
64853,206.52,121.23,1.00,FIX,FIX
66853,206.87,121.01,1.00,FIX,FIX
68855,207.29,121.34,1.00,FIX,FIX
70865,207.58,122.51,1.00,FIX,FIX
72857,207.84,123.64,1.00,FIX,FIX
74856,207.42,124.18,1.00,FIX,FIX
76860,206.91,124.45,1.00,FIX,FIX
78862,206.29,124.31,1.00,FIX,FIX
80866,206.18,123.95,1.00,FIX,FIX
82864,206.24,123.80,1.00,FIX,FIX
84858,206.29,123.53,1.00,FIX,FIX
86869,206.37,123.57,1.00,FIX,FIX
88875,206.30,123.78,1.00,FIX,FIX
90867,206.81,123.86,1.00,FIX,FIX
92868,206.92,123.76,1.00,FIX,FIX
94864,206.94,124.19,1.00,FIX,FIX
96867,206.77,124.07,1.00,FIX,FIX
98868,206.86,124.79,1.00,FIX,FIX
100867,206.64,125.04,1.00,FIX,FIX
102869,206.56,124.99,1.00,FIX,FIX
104868,206.50,124.80,1.00,FIX,FIX
106872,206.64,124.75,1.00,FIX,FIX
108870,206.54,124.84,1.00,FIX,FIX
110872,206.51,125.22,1.00,FIX,FIX
112870,206.55,124.62,1.00,FIX,FIX
114868,206.28,124.31,1.00,FIX,FIX
116876,206.06,124.27,1.00,FIX,FIX
118876,206.08,124.60,1.00,FIX,FIX
120877,206.31,124.77,1.00,FIX,FIX
122872,206.89,124.41,1.00,FIX,FIX
124876,207.13,124.48,1.00,FIX,FIX
126877,207.05,124.24,1.00,FIX,FIX
128877,206.90,124.41,1.00,FIX,FIX
130886,206.78,124.58,1.00,FIX,FIX
132881,206.71,124.44,1.00,FIX,FIX
134879,206.87,124.39,1.00,FIX,FIX
136886,206.97,124.19,1.00,FIX,FIX
138884,206.76,124.38,1.00,FIX,FIX
140883,206.76,124.58,1.00,FIX,FIX
142881,206.67,124.71,1.00,FIX,FIX
144883,206.94,124.23,1.00,FIX,FIX
146886,207.30,123.78,1.00,FIX,FIX
148886,207.17,123.23,1.00,FIX,FIX
150888,207.05,122.91,1.00,FIX,FIX
152888,207.12,123.05,1.00,FIX,FIX
154883,206.84,123.38,1.00,FIX,FIX
156892,206.77,123.51,1.00,FIX,FIX
158891,206.79,123.63,1.00,FIX,FIX
160889,206.79,123.54,1.00,FIX,FIX
162886,207.00,123.33,1.00,FIX,FIX
164891,207.19,123.50,1.00,FIX,FIX
166895,207.18,123.45,1.00,FIX,FIX
168893,206.91,123.38,1.00,FIX,FIX
170897,206.84,123.30,1.00,FIX,FIX
172891,206.66,123.49,1.00,FIX,FIX
174893,206.46,123.42,1.00,FIX,FIX
176894,206.65,123.42,1.00,FIX,FIX
178896,206.83,123.10,1.00,FIX,FIX
180902,207.07,122.91,1.00,FIX,FIX
182897,207.33,122.93,1.00,FIX,FIX
184902,206.99,122.75,1.00,FIX,FIX
186905,206.95,123.12,1.00,FIX,FIX
188900,206.83,123.15,1.00,FIX,FIX
190902,206.74,123.55,1.00,FIX,FIX
192904,206.60,123.45,1.00,FIX,FIX
194904,206.65,123.48,1.00,FIX,FIX
196905,206.78,123.58,1.00,FIX,FIX
198905,206.59,123.56,1.00,FIX,FIX
200906,206.34,123.77,1.00,FIX,FIX
202909,206.34,124.05,1.00,FIX,FIX
204905,206.25,124.30,1.00,FIX,FIX
206907,206.39,124.42,1.00,FIX,FIX
208909,206.25,124.35,1.00,FIX,FIX
210910,206.18,124.20,1.00,FIX,FIX
212917,206.29,123.91,1.00,FIX,FIX
214907,206.36,123.69,1.00,FIX,FIX
216912,206.39,123.69,1.00,FIX,FIX
218913,206.40,124.29,1.00,FIX,FIX
220910,206.46,124.32,1.00,FIX,FIX
222911,206.37,124.02,1.00,FIX,FIX
224913,206.29,123.83,1.00,FIX,FIX
226915,206.31,123.66,1.00,FIX,FIX
228915,206.19,123.88,1.00,FIX,FIX
230915,206.20,124.17,1.00,FIX,FIX
232914,206.25,123.93,1.00,FIX,FIX
234920,206.08,123.91,1.00,FIX,FIX
236917,206.31,123.66,1.00,FIX,FIX
238917,206.47,123.12,1.00,FIX,FIX
240918,206.46,123.19,1.00,FIX,FIX
242916,206.22,123.03,1.00,FIX,FIX
244920,206.18,123.01,1.00,FIX,FIX
246922,206.39,122.70,1.00,FIX,FIX
248922,206.28,122.82,1.00,FIX,FIX
250923,206.28,123.12,1.00,FIX,FIX
252937,206.12,123.01,1.00,FIX,FIX
254923,206.18,123.08,1.00,FIX,FIX
256923,206.52,122.70,1.00,FIX,FIX
258925,206.65,122.66,1.00,FIX,FIX
260926,206.77,122.76,1.00,FIX,FIX
262926,206.17,122.67,1.00,FIX,FIX
264930,206.22,122.52,1.00,FIX,FIX
266931,206.53,122.47,1.00,FIX,FIX
268930,206.56,122.47,1.00,FIX,FIX
270928,206.56,122.56,1.00,FIX,FIX
272930,206.18,122.82,1.00,FIX,FIX
274927,206.14,122.75,1.00,FIX,SACCADE
276932,208.38,122.92,1.00,SACCADE,SACCADE
278935,214.39,122.42,1.00,SACCADE,SACCADE
280931,220.36,122.04,1.00,SACCADE,SACCADE
282932,230.78,122.21,1.00,SACCADE,SACCADE
284932,241.62,122.49,1.00,SACCADE,SACCADE
286936,252.75,122.28,1.00,SACCADE,SACCADE
288940,263.53,122.06,1.00,SACCADE,SACCADE
290937,273.07,121.40,1.00,SACCADE,SACCADE
292939,284.10,120.84,1.00,SACCADE,SACCADE
294946,295.22,120.01,1.00,SACCADE,SACCADE
296941,304.60,119.26,1.00,SACCADE,SACCADE
298939,313.37,118.61,1.00,SACCADE,SACCADE
300939,323.05,118.62,1.00,SACCADE,SACCADE
302940,333.25,119.16,1.00,SACCADE,SACCADE
304942,340.02,118.50,1.00,SACCADE,SACCADE
306944,348.82,117.95,1.00,SACCADE,SACCADE
308946,355.27,116.20,1.00,SACCADE,SACCADE
310946,361.41,114.58,1.00,SACCADE,SACCADE
312943,368.07,113.18,1.00,SACCADE,SACCADE
314953,372.42,111.85,1.00,SACCADE,SACCADE
316948,377.51,111.48,1.00,SACCADE,SACCADE
318945,382.26,110.86,1.00,SACCADE,SACCADE
320948,385.13,110.11,1.00,SACCADE,SACCADE
322947,385.63,109.49,1.00,SACCADE,SACCADE
324947,385.90,108.83,1.00,SACCADE,SACCADE
326952,385.96,107.75,1.00,SACCADE,SACCADE
328956,384.99,107.33,1.00,SACCADE,SACCADE
