%@metadata width_px 528.0
%@metadata height_px 224.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
431,263.09,86.67,1.0,FIX,FIX,13.9315405,1.01,0.0,9.933234,1.3,0.0,4.2865524,1.54,0.0,0.91945434,-1.5,0.0,1.106081,1.46,0.0,FIX
2416,263.24,86.91,1.0,FIX,FIX,9.933234,1.3,26814.55,7.766995,-2.06,90731.96,1.2028143,2.72,20562.28,3.0554025,-1.61,11052.93,0.9741721,-1.01,10130.43,FIX
4417,263.2,87.06,1.0,FIX,FIX,7.766995,-2.06,90006.47,4.2865524,1.54,60143.5,5.4620085,-1.39,31810.57,3.230304,-1.84,3761.83,1.5448005,-0.52,4226.44,FIX
6412,263.09,86.63,1.0,FIX,FIX,2.6342707,-2.76,30749.81,1.2028143,2.72,20459.21,3.1834033,-0.08,28627.44,1.1011956,1.23,22205.9,2.1320395,-0.23,4010.66,FIX
8412,263.1,87.02,1.0,FIX,FIX,7.946782,1.39,49226.69,5.4620085,-1.39,31826.47,0.91945434,-1.5,16294.92,2.589324,-0.14,13341.55,1.6933203,-0.98,7438.05,FIX
10415,263.15,86.95,1.0,FIX,FIX,10.701237,-1.15,91010.09,3.1834033,-0.08,28513.1,3.0554025,-1.61,10953.6,2.6753092,0.61,9847.12,1.9532297,-0.51,4546.8,FIX
12417,263.28,86.62,1.0,FIX,FIX,9.631309,-1.04,7863.74,6.1049423,-1.57,34069.84,3.230304,-1.84,3759.96,3.344625,1.94,19268.03,1.802756,0.59,10045.1,FIX
14417,263.35,86.61,1.0,FIX,FIX,5.0320826,-2.63,56164.79,6.6472344,-1.44,5034.46,1.1011956,1.23,22150.39,2.5961637,2.42,8104.61,2.5336292,0.94,5311.15,FIX
16415,263.1,86.52,1.0,FIX,FIX,5.8235364,-2.15,13981.33,2.8199205,-2.83,34536.23,2.589324,-0.14,13354.91,1.106081,1.46,11065.28,3.7852988,0.95,6415.46,FIX
18419,263.22,86.41,1.0,FIX,FIX,1.2213793,2.5,30796.12,3.3710067,2.38,16270.23,2.6753092,0.61,9842.2,0.9741721,-1.01,10034.39,3.2146704,1.22,5619.42,FIX
20416,263.06,86.55,1.0,FIX,FIX,9.690912,1.75,45286.66,7.4220777,0.81,41812.42,3.344625,1.94,19316.27,1.5448005,-0.52,4234.9,1.9053516,1.01,7210.75,FIX
22414,263.15,86.8,1.0,FIX,FIX,15.025896,0.73,66268.47,10.274242,1.22,23360.2,2.5961637,2.42,8112.73,2.1320395,-0.23,4004.64,0.06839724,2.68,9798.62,FIX
24423,263.52,86.96,1.0,FIX,FIX,13.119568,0.84,12496.56,7.0830226,1.54,21283.21,3.0114326,1.51,12690.16,1.6933203,-0.98,7404.73,1.0992414,3.14,5289.06,FIX
26422,263.51,87.2,1.0,FIX,FIX,11.524935,2.77,104000.65,1.8301147,2.5,31843.79,1.8213208,0.88,9631.3,1.9532297,-0.51,4555.9,0.5188419,-0.49,8066.97,FIX
28422,263.08,87.13,1.0,FIX,FIX,13.954014,-2.57,60201.24,4.3735147,2.94,14476.81,3.8791006,0.42,12211.07,1.802756,0.59,10055.15,2.7857218,0.43,12821.29,FIX
30423,263.03,86.89,1.0,FIX,FIX,2.0548487,-1.06,71448.84,6.950136,-1.75,42480.41,4.2845984,-0.49,18452.12,2.5336292,0.94,5308.5,3.1247766,0.56,2574.72,FIX
33317,263.13,87.04,1.0,FIX,FIX,11.119437,-0.58,33054.63,7.8725224,-0.52,30325.37,2.5326521,-1.84,15821.7,3.7852988,0.95,4429.19,1.9659321,0.82,4700.17,FIX
34420,263.41,86.64,1.0,FIX,FIX,17.577114,-0.42,63330.62,10.37977,-0.52,23260.79,3.6299393,-1.23,19759.7,3.2146704,1.22,10209.71,0.7963393,0.21,12872.54,FIX
36427,263.64,86.81,1.0,FIX,FIX,9.693843,-0.44,40218.31,7.6360636,-1.04,27458.14,4.352019,-0.26,19298.47,1.9053516,1.01,7174.82,0.18271834,0.0,3153.78,FIX
38433,263.77,86.47,1.0,FIX,FIX,8.296585,-2.31,74059.37,3.6602294,0.0,33663.09,5.48839,0.45,18141.38,0.06839724,2.68,9759.54,0.43676522,0.21,1330.1,FIX
40428,263.41,86.56,1.0,FIX,FIX,4.409668,1.91,56790.73,2.331369,0.82,13784.73,5.4708023,0.62,4739.58,1.0992414,3.14,5326.18,0.7699575,-0.92,3627.22,FIX
42428,263.71,86.64,1.0,FIX,FIX,12.948575,0.83,59184.34,9.935187,1.48,42073.59,4.751654,1.35,19064.11,0.5188419,-0.49,8062.93,0.651728,-0.36,2109.55,FIX
44433,263.77,86.95,1.0,FIX,FIX,15.949259,1.37,42352.18,12.857703,1.17,23395.78,2.2463608,2.32,20099.21,2.7857218,0.43,12789.31,0.3458946,0.72,2944.6,FIX
46429,263.84,87.28,1.0,FIX,FIX,14.227603,1.48,12485.53,9.410482,1.74,36274.86,4.4262786,2.65,12411.87,3.1247766,0.56,2581.17,0.33905488,0.63,174.99,FIX
