%@metadata width_px 528.0
%@metadata height_px 224.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
838,224.98,116.22,1.0,FIX,FIX,6.811388,2.61,0.0,3.7452376,1.77,0.0,2.9576921,0.9,0.0,3.9943988,0.11,0.0,5.234343,2.57,0.0,FIX
2831,224.86,116.29,1.0,FIX,FIX,3.7452376,1.77,26468.28,3.3201973,0.3,24378.98,4.8620663,0.68,10703.76,3.985605,0.7,11941.12,21.18458,2.61,81939.83,FIX
4829,224.95,116.37,1.0,FIX,FIX,3.3201973,0.3,24317.97,2.9576921,0.9,9727.16,5.9818273,0.02,18757.27,3.289907,0.86,4702.46,36.215363,2.69,77772.07,FIX
6834,224.99,116.33,1.0,FIX,FIX,4.4976068,0.22,6212.95,4.8620663,0.68,10639.69,5.1346784,-0.02,4504.64,2.5101788,0.85,3984.43,53.457325,2.73,88457.4,FIX
8835,225.13,116.41,1.0,FIX,FIX,6.7566705,0.86,21246.89,5.9818273,0.02,18729.14,3.9943988,0.11,6574.03,2.7798593,1.42,7622.9,61.254616,2.76,40753.49,FIX
10834,225.17,116.54,1.0,FIX,FIX,7.609681,-0.1,34140.87,5.1346784,-0.02,4518.16,3.985605,0.7,11905.28,1.8350003,1.5,4942.55,65.363335,2.75,21044.81,FIX
12834,225.44,116.38,1.0,FIX,FIX,7.9633927,-0.74,25332.38,6.283752,-0.24,8503.18,3.289907,0.86,4697.76,2.051917,2.74,11595.25,65.78739,2.76,4455.09,FIX
14829,225.41,116.32,1.0,FIX,FIX,5.139564,-0.44,17485.52,3.1120744,0.73,26612.63,2.5101788,0.85,4004.41,5.7961774,3.13,20374.75,65.98771,2.77,2508.44,FIX
16831,225.63,116.29,1.0,FIX,FIX,9.5805,1.7,66914.96,5.1718082,1.91,25096.75,2.7798593,1.42,7619.09,5.234343,2.57,15903.07,66.228065,2.77,1953.08,FIX
18839,225.36,116.71,1.0,FIX,FIX,14.398596,2.16,36939.53,4.3109803,2.01,5024.36,1.8350003,1.5,4920.4,21.18458,2.61,81327.73,64.47808,2.77,9101.5,FIX
20840,225.3,116.78,1.0,FIX,FIX,2.9821198,-2.53,75473.95,8.710877,2.22,23424.86,2.051917,2.74,11589.46,36.215363,2.69,77655.47,63.873253,2.78,3676.18,FIX
22839,225.26,116.64,1.0,FIX,FIX,3.1286852,2.47,18759.38,2.6137516,2.49,31910.01,5.7961774,3.13,20333.98,53.457325,2.73,88722.91,63.057365,2.8,7555.05,FIX
24840,225.2,116.86,1.0,FIX,FIX,5.17474,1.91,15448.39,3.8957112,-2.13,24982.28,13.794745,2.75,44405.24,61.254616,2.76,40753.49,62.949886,2.83,9737.71,FIX
26840,225.19,116.84,1.0,FIX,FIX,8.714786,-1.77,68721.89,10.470641,-2.77,39418.89,43.875854,2.7,154091.58,65.363335,2.75,21034.29,62.187748,2.85,9290.92,FIX
28842,225.13,116.51,1.0,SACCADE,SACCADE,21.725895,-2.53,84684.89,20.584639,2.97,65507.49,73.344315,2.73,150986.19,65.78739,2.76,4450.64,60.937057,2.87,8743.45,FIX
30845,224.46,116.33,1.0,SACCADE,SACCADE,41.89917,2.76,179373.16,85.221985,2.7,335140.94,107.66605,2.75,175567.86,65.98771,2.77,2498.42,57.195724,2.88,19391.25,SACCADE
32839,223.54,117.15,1.0,SACCADE,SACCADE,161.00319,2.58,615731.1,146.1815,2.7,312881.94,121.893654,2.78,74928.98,66.228065,2.77,1960.92,29.195848,2.88,143718.5,SACCADE
34836,218.88,119.81,1.0,SACCADE,SACCADE,250.4062,2.69,472181.84,207.89731,2.71,316411.4,130.1531,2.77,42920.81,64.47808,2.77,9151.64,28.385832,2.89,4335.28,SACCADE
36841,214.29,121.58,1.0,SACCADE,SACCADE,256.72025,2.8,133695.8,223.49678,2.76,94280.09,129.5473,2.77,3243.91,63.873253,2.78,3668.85,27.997923,2.87,3230.64,SACCADE
38850,208.96,123.39,1.0,SACCADE,SACCADE,197.81459,2.84,304932.1,175.26695,2.8,248659.92,126.61501,2.76,16215.22,63.057365,2.8,7517.44,28.191387,2.8,9604.11,SACCADE
40847,206.54,123.97,1.0,SACCADE,SACCADE,93.47069,2.81,535358.25,113.54235,2.84,318040.78,118.64283,2.77,41718.72,62.949886,2.83,9757.22,28.601772,2.75,8270.69,SACCADE
42847,205.35,124.65,1.0,SACCADE,SACCADE,29.08153,2.85,329718.94,46.24142,2.94,346319.3,85.25813,2.81,172282.05,62.187748,2.85,9290.92,29.49289,2.74,4812.39,SACCADE
