%@metadata width_px 528.0
%@metadata height_px 224.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
1285,280.08,115.08,1.0,FIX,FIX,75.40209,1.37,0.0,41.308025,1.29,0.0,12.359381,0.82,0.0,8.207668,-1.24,0.0,4.531806,-2.27,0.0,FIX
3280,280.38,116.59,1.0,FIX,FIX,41.308025,1.29,176634.92,13.712669,-0.87,257829.2,17.007462,-1.01,120328.42,12.086769,-1.57,26145.0,7.8754535,-1.7,24431.41,FIX
5275,280.55,116.7,1.0,FIX,FIX,13.712669,-0.87,257829.2,12.359381,0.82,100328.72,27.851357,-1.32,65311.45,13.133247,-1.68,8757.15,2.9401042,-2.41,30713.0,FIX
7276,280.74,116.16,1.0,FIX,FIX,22.10794,-1.33,58624.91,17.007462,-1.01,119967.61,24.7598,-1.4,19426.31,11.416476,-2.17,31528.46,3.5664275,3.02,13979.64,FIX
9284,280.77,115.82,1.0,FIX,FIX,20.507446,-1.1,25592.68,27.851357,-1.32,64888.62,8.207668,-1.24,85206.0,8.339578,-2.51,23025.19,3.7481687,-2.78,8869.77,FIX
11282,281.12,115.41,1.0,FIX,FIX,33.61138,-1.31,72888.36,24.7598,-1.4,19455.48,12.086769,-1.57,26105.75,8.681563,3.09,29573.04,5.0985255,3.12,10855.43,FIX
13282,281.12,114.49,1.0,FIX,FIX,30.550116,-1.6,49803.28,24.735373,-1.69,36863.82,13.133247,-1.68,8735.26,8.702083,2.95,5967.22,3.0749445,-3.02,10725.22,FIX
15282,281.08,114.16,1.0,FIX,FIX,22.136278,-2.29,99888.83,13.302286,-2.32,81594.92,11.416476,-2.17,31544.22,10.8575735,2.93,11068.8,2.397812,2.31,13170.55,FIX
17285,280.52,113.81,1.0,FIX,FIX,20.302256,2.57,141451.77,9.801324,3.05,54387.56,8.339578,-2.51,23082.67,4.531806,-2.27,49029.15,3.7178783,1.06,19148.65,FIX
19287,280.38,114.61,1.0,FIX,FIX,18.947012,1.83,72736.55,17.80478,2.83,43652.95,8.681563,3.09,29513.95,7.8754535,-1.7,24345.98,5.3828626,0.68,12041.16,FIX
21288,280.32,114.56,1.0,FIX,FIX,16.800316,3.14,111727.82,17.94939,2.19,57650.96,8.702083,2.95,5964.24,2.9401042,-2.41,30620.9,5.6290927,0.64,1725.16,FIX
23300,279.69,114.61,1.0,FIX,FIX,19.3017,2.54,56086.61,13.579783,2.23,22472.44,10.8575735,2.93,11002.79,3.5664275,3.02,13903.21,7.337069,0.19,16997.51,FIX
25290,279.67,115.01,1.0,FIX,FIX,21.556856,1.56,99110.58,7.7220483,2.82,42999.51,8.513502,3.05,13367.99,3.7481687,-2.78,8950.0,7.6839414,-0.08,10319.44,FIX
27289,279.7,115.49,1.0,FIX,FIX,6.2261033,-1.37,141704.48,4.3901258,-2.92,23447.08,4.0452085,-2.07,40080.84,5.0985255,3.12,10850.0,7.9106293,-0.03,2000.72,FIX
