%@metadata width_px 528.0
%@metadata height_px 224.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
664,284.76,101.64,1.0,FIX,FIX,8.856465,-0.98,0.0,1.5653198,0.9,0.0,5.411199,-0.49,0.0,2.1203146,-1.37,0.0,0.40745214,0.23,0.0,FIX
2653,284.86,101.49,1.0,FIX,FIX,1.5653198,0.9,48621.84,7.142626,1.43,30114.12,8.50764,-0.68,17253.77,2.0362835,-1.72,3783.59,0.7386902,-0.12,1967.19,FIX
4660,284.8,101.69,1.0,FIX,FIX,7.142626,1.43,29844.04,5.411199,-0.49,52818.31,9.760286,-0.76,7278.79,3.2117388,-1.42,7170.31,1.2360358,-0.57,3342.7,FIX
6658,284.9,101.78,1.0,FIX,FIX,10.642611,-0.64,78923.72,8.50764,-0.68,17176.05,8.803701,-1.23,22767.28,7.2471757,-1.68,21659.69,0.30485627,-0.93,4896.25,FIX
8663,285.15,101.43,1.0,FIX,FIX,21.640886,-0.97,61681.07,9.760286,-0.76,7286.05,2.1203146,-1.37,34249.85,3.845879,-1.75,17453.53,1.2692573,2.05,8020.1,FIX
10653,285.4,101.05,1.0,FIX,FIX,9.044069,-0.9,64981.22,8.803701,-1.23,22858.81,2.0362835,-1.72,3781.69,3.07983,-2.26,9784.17,2.6801946,2.1,7270.68,FIX
12662,285.38,101.14,1.0,FIX,FIX,6.454745,2.95,74167.66,4.2191324,-2.76,48823.72,3.2117388,-1.42,7163.17,3.0524712,2.5,21601.59,2.3489568,2.06,1757.7,FIX
14661,285.14,101.1,1.0,FIX,FIX,13.992121,2.86,38854.66,7.3175273,2.96,22531.96,7.2471757,-1.68,21648.85,4.584569,1.62,18008.88,2.7554317,1.74,4641.66,FIX
16662,284.83,101.3,1.0,FIX,FIX,8.181288,2.96,30253.38,6.114713,3.08,7478.47,3.845879,-1.75,17488.42,0.40745214,0.23,23178.68,3.0427,1.34,6062.69,FIX
18667,284.81,101.16,1.0,FIX,FIX,3.399343,-1.2,52901.23,7.595025,-2.21,34011.04,3.07983,-2.26,9710.97,0.7386902,-0.12,1951.49,3.6817257,1.29,3346.57,FIX
20666,284.88,101.17,1.0,FIX,FIX,13.728303,-1.64,55026.44,6.5123944,-1.17,36269.18,3.0524712,2.5,21709.65,1.2360358,-0.57,3356.07,2.682149,1.36,5241.68,FIX
22663,284.77,100.6,1.0,FIX,FIX,9.635217,-1.15,35439.46,6.946228,-1.08,3824.35,4.584569,1.62,18026.92,0.30485627,-0.93,4898.7,5.3740687,1.54,14197.52,FIX
24661,285.04,100.81,1.0,FIX,FIX,7.719117,0.19,55863.33,3.5165954,1.22,49361.32,2.2883763,1.41,12282.77,1.2692573,2.05,8048.19,6.1762705,1.69,6097.64,FIX
26660,285.08,100.66,1.0,FIX,FIX,15.436279,1.67,84893.39,15.778266,1.31,62887.39,2.5482857,0.8,7516.38,2.6801946,2.1,7237.94,5.8899794,1.57,3948.65,FIX
28667,284.98,101.44,1.0,FIX,FIX,29.007269,1.55,70248.61,10.6553135,1.74,38487.12,2.4241936,0.86,935.24,2.3489568,2.06,1759.46,3.1404104,1.3,15262.48,FIX
30669,285.1,101.85,1.0,FIX,FIX,6.0345907,1.94,120325.64,9.765172,1.55,11252.92,6.8045483,1.4,25008.48,2.7554317,1.74,4634.7,1.2526466,0.98,10171.57,FIX
32666,284.89,101.67,1.0,FIX,FIX,9.531644,-1.57,78461.62,1.9884055,0.19,48944.6,6.0619497,1.65,9095.86,3.0427,1.34,6074.83,1.1295316,0.9,782.23,FIX
34667,285.1,101.46,1.0,FIX,FIX,7.8168273,-0.67,39241.08,2.4984534,-2.32,21817.1,7.0585947,1.67,5157.02,3.6817257,1.29,3353.26,1.3210438,1.18,1994.2,FIX
36668,285.14,101.47,1.0,FIX,FIX,6.742991,2.1,73219.07,1.8017788,1.08,21820.25,2.333323,1.47,24553.58,2.682149,1.36,5236.44,1.190112,1.56,2502.53,FIX
38693,284.96,101.7,1.0,FIX,FIX,9.175001,2.07,12344.63,4.6050887,1.95,18778.42,1.0875161,2.24,8732.52,5.3740687,1.54,14001.21,2.0861158,2.3,7333.24,FIX
40671,284.96,101.8,1.0,FIX,FIX,2.7055995,1.57,35818.82,4.517149,1.9,1267.9,3.806795,1.29,17008.7,6.1762705,1.69,6159.29,2.8208976,2.22,3922.94,FIX
42666,284.96,101.81,1.0,FIX,FIX,1.5448005,0.32,13632.75,3.571313,1.47,10101.94,5.2548623,1.52,9100.44,5.8899794,1.57,3956.56,2.51995,2.59,5288.69,FIX
44671,285.02,101.82,1.0,FIX,FIX,4.4546146,1.41,20281.77,5.868483,1.36,11984.22,3.4530835,1.71,10064.11,3.1404104,1.3,15277.7,7.169985,0.21,46755.04,FIX
46669,284.99,101.99,1.0,FIX,FIX,11.033452,1.48,33809.81,6.598379,1.23,5570.8,4.1116514,1.77,3520.37,1.2526466,0.98,10191.93,12.60952,0.27,27981.39,FIX
48672,285.06,102.27,1.0,FIX,FIX,8.841808,1.14,20335.14,2.6108203,1.38,20625.68,6.299386,1.73,11221.72,1.9581153,1.03,3626.07,31.797876,0.15,98804.15,FIX
50675,285.14,102.32,1.0,FIX,FIX,5.861644,-1.57,73491.43,4.917762,1.98,15957.66,4.816143,1.42,11490.81,2.5482857,1.46,5751.35,39.475956,0.16,39303.55,FIX
52673,285.06,102.03,1.0,FIX,FIX,7.6272693,3.01,52231.63,7.416215,2.01,12842.67,4.001239,1.2,6503.74,3.2136931,1.89,7083.9,62.77499,0.14,119415.52,FIX
54679,284.83,102.36,1.0,FIX,FIX,20.245583,1.89,93344.41,3.3778465,1.79,21373.66,2.4075828,0.53,13142.08,4.479042,2.29,10099.05,73.32966,0.17,54730.49,FIX
56687,284.8,102.82,1.0,FIX,FIX,8.304401,0.74,93971.89,5.4581,1.11,18079.5,1.0230273,-0.3,9583.68,4.3969655,2.27,631.36,89.54567,0.18,82654.91,FIX
58676,285.08,102.59,1.0,FIX,FIX,14.761102,-0.7,82420.63,6.4518137,-0.33,40474.35,0.35566565,-0.54,3511.1,2.9762568,3.04,15719.18,100.8957,0.16,59029.62,FIX
60679,285.26,102.43,1.0,FIX,FIX,11.520049,-1.01,26358.12,8.953198,-0.96,27322.08,3.088624,2.09,17390.01,15.141195,0.06,92392.04,111.718094,0.14,56050.84,FIX
62677,285.33,102.19,1.0,FIX,FIX,5.2206635,-1.76,43369.88,3.9005966,-1.22,27037.45,5.7893376,2.66,18451.66,25.090061,0.16,51800.46,120.55502,0.13,45754.1,FIX
