%@metadata width_px 528.0
%@metadata height_px 224.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
1731,269.53,114.0,1.0,FIX,FIX,3.5478628,0.59,0.0,9.76908,1.77,0.0,5.8518724,2.07,0.0,5.677948,2.89,0.0,4.8806314,2.33,0.0,FIX
3717,269.59,114.04,1.0,FIX,FIX,9.76908,1.77,46649.0,19.25187,1.92,49964.04,5.866529,1.63,13137.04,5.1366324,-2.83,15749.11,5.016449,2.3,1109.83,FIX
5713,269.45,114.39,1.0,FIX,FIX,19.25187,1.92,49713.72,5.8518724,2.07,69197.94,4.061819,-2.14,48460.04,4.5767527,-3.13,7985.58,3.7110388,2.93,15417.81,FIX
7715,269.32,114.78,1.0,FIX,FIX,3.7237413,2.94,89990.95,5.866529,1.63,13032.05,9.591248,-2.12,28275.71,4.541577,-2.29,18979.68,4.8317766,-2.68,15248.7,FIX
9727,269.3,114.42,1.0,FIX,FIX,8.617075,-0.83,60199.03,4.061819,-2.14,48074.67,5.677948,2.89,48830.59,4.760448,2.16,37628.98,4.1800485,-2.82,4581.18,FIX
11727,269.56,114.52,1.0,FIX,FIX,7.6214066,-1.67,34272.59,9.591248,-2.12,28303.98,5.1366324,-2.83,15638.87,7.6243377,2.06,14926.26,4.5044465,-2.87,1934.22,FIX
13720,269.27,114.11,1.0,FIX,FIX,18.819988,-2.58,78982.22,8.516434,-2.87,34244.01,4.5767527,-3.13,7997.6,7.9067206,1.8,10381.86,2.040192,-2.76,12766.12,FIX
15717,268.91,114.11,1.0,FIX,FIX,15.917993,2.96,66504.09,13.057034,-2.38,35021.26,4.541577,-2.29,19027.2,5.207961,1.75,13956.71,1.9014431,3.05,4848.33,FIX
17717,268.63,114.23,1.0,FIX,FIX,8.573105,-1.92,86004.62,7.697621,2.7,64398.31,4.760448,2.16,37854.75,4.8806314,2.33,14901.25,1.5106019,2.38,5967.13,FIX
19719,268.79,113.78,1.0,FIX,FIX,4.03446,1.13,64396.86,1.6600987,2.2,32160.01,7.6243377,2.06,14911.35,5.016449,2.3,1100.96,3.4833739,2.64,10511.86,FIX
21726,268.7,114.38,1.0,FIX,FIX,10.781359,1.48,36302.1,10.662153,1.29,49605.12,7.9067206,1.8,10309.44,3.7110388,2.93,15333.31,3.5517707,3.06,7581.21,FIX
