%@metadata width_px 528.0
%@metadata height_px 224.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
1469,252.95,108.16,1.0,FIX,FIX,2.4886823,2.94,0.0,14.5529785,1.81,0.0,8.376708,1.2,0.0,4.859135,1.77,0.0,0.23255062,1.98,0.0,FIX
3471,252.9,108.17,1.0,FIX,FIX,14.5529785,1.81,70001.55,14.849041,1.17,47427.47,9.370422,1.11,6386.87,0.6487967,2.42,22290.9,1.1549362,1.78,4745.45,FIX
5475,252.81,108.74,1.0,FIX,FIX,14.849041,1.17,47380.14,8.376708,1.2,33109.32,3.6602294,-0.45,51216.76,0.6282775,0.51,5336.79,2.2434294,-0.98,17080.21,FIX
7480,253.14,108.73,1.0,FIX,FIX,9.617629,0.15,64943.07,9.370422,1.11,6377.31,1.8310918,2.5,27911.34,3.0075245,-1.8,17656.65,2.1330168,-1.16,2078.6,FIX
9484,253.2,108.8,1.0,FIX,FIX,3.9943988,0.92,37139.31,3.6602294,-0.45,51216.76,4.859135,1.77,18865.81,2.1339939,-1.34,7357.94,3.5752215,-1.38,8009.16,FIX
11492,253.24,108.86,1.0,FIX,FIX,5.5020695,-2.13,48349.88,1.8310918,2.5,27869.64,0.6487967,2.42,22224.29,3.1316164,-1.67,6667.46,4.366675,-1.37,4045.18,FIX
13475,253.08,108.61,1.0,FIX,FIX,5.472756,-2.96,22776.33,5.2949233,2.81,18571.17,0.6282775,0.51,5393.31,2.265903,-1.49,5095.27,1.9903598,-0.62,16519.03,FIX
15484,253.02,108.82,1.0,FIX,FIX,10.720778,2.29,46812.22,9.165231,-2.17,47374.54,3.0075245,-1.8,17621.49,3.456992,-1.27,6852.19,0.9360651,-1.9,9895.66,FIX
17479,252.79,108.94,1.0,FIX,FIX,15.017103,-1.9,114686.8,3.1071887,2.36,52417.37,2.1339939,-1.34,7391.14,0.23255062,1.98,18920.53,0.6263233,-2.32,2280.66,FIX
19476,252.82,108.24,1.0,FIX,FIX,4.542554,-0.94,66510.52,6.9657702,-1.55,48432.9,3.1316164,-1.67,6704.18,1.1549362,1.78,4757.33,1.2809826,1.79,8794.63,FIX
