%@metadata width_px 528.0
%@metadata height_px 224.0
%@metadata width_mm 475.0
%@metadata height_mm 290.0
%@metadata distance_mm 600.0
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN, FIX, SACCADE, SP, NOISE}
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
847,230.7,115.53,1.0,FIX,FIX,18.847347,0.26,0.0,10.3358,0.39,0.0,7.0898623,2.13,0.0,4.761425,-2.16,0.0,1.8946035,2.3,0.0,FIX
2834,231.07,115.63,1.0,FIX,FIX,10.3358,0.39,44754.69,16.50914,2.66,126212.97,4.3021865,2.54,18324.8,9.415369,-2.69,30162.63,2.256132,-2.74,12553.58,FIX
4832,231.09,115.69,1.0,FIX,FIX,16.50914,2.66,125518.11,7.0898623,2.13,56304.9,10.264472,3.09,35806.5,9.063612,-2.65,2670.5,0.88916415,-2.86,7063.03,FIX
6831,230.47,115.94,1.0,FIX,FIX,18.875683,2.7,12552.41,4.3021865,2.54,18214.8,7.7845826,-2.19,45680.24,6.353126,-1.52,43794.33,1.9776573,-0.91,12571.17,FIX
8838,230.39,116.02,1.0,FIX,FIX,8.026905,-0.34,137044.61,10.264472,3.09,35645.94,4.761425,-2.16,15452.29,6.003323,-1.65,4449.21,2.023581,-1.17,2677.85,FIX
10835,230.78,115.83,1.0,FIX,FIX,7.8686137,-2.02,60650.68,7.7845826,-2.19,45725.99,9.415369,-2.69,30011.59,7.600888,-2.09,17175.52,1.227242,1.47,16169.44,FIX
12837,230.25,115.73,1.0,FIX,FIX,19.362282,-2.6,68907.09,13.994076,-1.68,41737.78,9.063612,-2.65,2665.17,7.3820167,-2.57,18323.92,1.511579,0.81,4722.62,FIX
14842,230.1,115.42,1.0,FIX,FIX,20.742928,-1.55,102941.48,17.104197,-2.47,63290.43,6.353126,-1.52,43663.27,5.1512895,2.51,37360.78,1.9678862,0.42,4196.32,FIX
16842,230.27,114.88,1.0,FIX,FIX,15.19689,-2.31,73403.57,10.696351,-2.14,40125.33,6.003323,-1.65,4464.78,1.8946035,2.3,16993.99,3.5185492,1.42,15232.45,FIX
18847,229.68,114.96,1.0,FIX,FIX,12.257762,2.92,71527.37,8.161745,-0.89,57112.47,7.600888,-2.09,17106.99,2.256132,-2.74,12440.88,1.4480672,0.32,16031.92,FIX
20845,229.78,114.99,1.0,FIX,FIX,20.586592,-0.07,167802.44,2.0147874,1.33,48724.29,7.3820167,-2.57,18360.6,0.88916415,-2.86,7063.03,1.973749,-0.69,8791.34,FIX
22844,230.52,114.9,1.0,FIX,FIX,13.014041,0.09,41168.66,6.4019814,-0.41,35960.47,5.1512895,2.51,37472.92,1.9776573,-0.91,12571.17,1.0152105,0.37,8799.24,FIX
24842,230.31,115.04,1.0,FIX,FIX,9.526758,-2.75,114188.13,6.806503,2.98,67124.99,6.6247616,1.56,28282.72,2.023581,-1.17,2689.91,1.586816,1.05,5218.82,FIX
26844,230.16,114.75,1.0,FIX,FIX,26.373978,3.1,92856.42,18.306034,2.39,67385.77,4.917762,0.49,31018.32,1.227242,1.47,16129.05,3.6524127,1.78,13768.17,FIX
28846,229.23,115.08,1.0,FIX,FIX,33.757946,2.13,147126.03,11.015863,1.6,67264.19,7.341955,0.54,12489.85,1.511579,0.81,4722.62,1.6493505,1.53,10695.88,FIX
30851,229.42,115.92,1.0,FIX,FIX,30.21204,0.72,212698.44,7.731819,1.2,25231.08,3.8781233,0.99,21387.25,1.9678862,0.42,4196.32,1.5721594,-1.15,16014.46,FIX
33361,230.28,116.0,1.0,FIX,FIX,27.635414,-0.54,139067.31,20.359903,0.32,67320.61,3.0671277,0.83,3992.66,3.5185492,1.42,12137.41,0.3722764,-2.53,6299.99,FIX
34847,230.39,115.34,1.0,FIX,FIX,18.460415,-0.63,64911.61,18.700783,-0.33,86519.68,9.893172,1.15,48574.23,1.4480672,0.32,21631.22,0.6956976,-2.23,2460.21,FIX
36844,230.81,115.61,1.0,FIX,FIX,11.926524,0.19,69237.81,9.087062,-1.01,66631.95,10.3436165,0.64,26383.06,1.973749,-0.69,8795.75,0.8080646,1.96,6677.35,FIX
38848,230.87,115.43,1.0,FIX,FIX,6.2485766,-2.25,87604.08,12.069181,1.12,94842.38,7.894996,-0.19,39082.01,1.0152105,0.37,8777.28,1.3542653,-1.32,11018.21,FIX
40849,230.65,115.41,1.0,FIX,FIX,19.575289,1.63,125632.73,6.4459515,2.0,47996.66,1.0171647,0.12,35460.03,1.586816,1.05,5210.99,0.80122477,1.26,10624.89,FIX
42849,230.82,116.23,1.0,FIX,FIX,16.679155,1.66,15006.19,3.762825,2.19,14574.82,2.1193373,-2.42,15423.6,3.6524127,1.78,13781.94,0.4748723,-0.1,4301.35,FIX
44848,230.59,116.09,1.0,FIX,FIX,13.808426,-1.8,154114.34,7.879362,1.9,22589.28,7.069343,-2.05,26379.21,1.6493505,1.53,10711.93,1.7333815,0.29,6679.88,FIX
46848,230.69,115.68,1.0,FIX,FIX,4.042277,-2.7,60071.06,16.060648,-2.12,112180.09,2.5150642,-1.67,24675.93,1.5721594,-1.15,16054.5,0.5989644,-0.34,6630.74,FIX
48849,230.44,116.02,1.0,FIX,FIX,19.500053,-2.35,80690.75,18.813148,-1.77,33982.39,0.6908121,2.36,15352.26,2.011856,-1.22,2349.07,0.5745368,0.19,1561.07,FIX
