@RELATION gaze_labels

%@METADATA width_px 704
%@METADATA height_px 416
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
1899,361.00,203.30,1.00,SP,SACCADE
3904,371.60,202.58,1.00,SP,SACCADE
5893,376.08,201.65,1.00,SP,SACCADE
7898,379.82,200.02,1.00,SP,SACCADE
9902,389.71,197.88,1.00,SP,SACCADE
11905,393.59,194.79,1.00,SP,SACCADE
13901,394.72,193.79,1.00,SP,SACCADE
15903,397.00,192.40,1.00,SP,SACCADE
17904,401.87,191.22,1.00,SP,SACCADE
19910,403.93,191.20,1.00,SP,SACCADE
21909,404.73,190.60,1.00,SP,SACCADE
23904,405.44,189.91,1.00,SP,SACCADE
25903,405.87,190.03,1.00,SP,SACCADE
27903,405.83,189.35,1.00,FIX,FIX
29909,404.67,188.78,1.00,FIX,FIX
31911,403.24,188.33,1.00,FIX,FIX
33910,402.42,188.50,1.00,FIX,FIX
35908,401.87,187.30,1.00,FIX,FIX
37911,401.70,186.89,1.00,FIX,FIX
39915,401.47,186.80,1.00,FIX,FIX
41914,401.77,186.72,1.00,FIX,FIX
43911,401.80,187.00,1.00,FIX,FIX
45910,401.89,186.40,1.00,FIX,FIX
47911,402.37,186.18,1.00,FIX,FIX
49915,402.45,185.90,1.00,FIX,FIX
51915,402.54,185.72,1.00,FIX,FIX
53915,402.63,185.37,1.00,FIX,FIX
55918,402.89,185.27,1.00,FIX,FIX
57920,402.85,185.25,1.00,FIX,FIX
59919,402.75,185.17,1.00,FIX,FIX
61933,402.67,184.86,1.00,FIX,FIX
63921,403.08,184.77,1.00,FIX,FIX
65922,402.81,184.64,1.00,FIX,FIX
67918,403.13,183.73,1.00,FIX,FIX
69923,403.16,183.40,1.00,FIX,FIX
71925,402.95,183.68,1.00,FIX,FIX
73925,403.09,184.13,1.00,FIX,FIX
75920,402.34,184.21,1.00,FIX,FIX
77921,402.39,183.61,1.00,FIX,FIX
79929,402.81,183.28,1.00,FIX,FIX
81929,403.05,183.05,1.00,FIX,FIX
83929,403.36,182.79,1.00,FIX,FIX
85929,403.20,183.06,1.00,FIX,FIX
87927,403.06,183.19,1.00,FIX,FIX
89933,403.28,183.00,1.00,FIX,FIX
91936,403.16,183.27,1.00,FIX,FIX
93931,403.25,183.25,1.00,FIX,FIX
95931,403.24,183.38,1.00,FIX,FIX
97933,402.69,183.51,1.00,FIX,FIX
99934,402.41,183.02,1.00,FIX,FIX
101938,402.81,183.49,1.00,FIX,FIX
103934,402.98,183.10,1.00,FIX,FIX
105936,403.00,182.73,1.00,FIX,FIX
107937,403.34,182.52,1.00,FIX,FIX
109940,403.63,182.40,1.00,FIX,FIX
111940,403.88,182.14,1.00,FIX,FIX
113941,403.71,182.31,1.00,FIX,FIX
115936,403.86,182.39,1.00,FIX,FIX
117941,403.54,181.46,1.00,FIX,FIX
119946,403.23,181.44,1.00,FIX,FIX
121946,403.05,181.35,1.00,FIX,FIX
123944,402.78,181.59,1.00,FIX,FIX
125943,402.84,182.05,1.00,FIX,FIX
127944,402.75,182.09,1.00,FIX,FIX
129947,402.79,182.16,1.00,FIX,FIX
131948,402.94,182.17,1.00,FIX,FIX
133954,402.81,182.11,1.00,FIX,FIX
135949,402.24,181.90,1.00,FIX,FIX
137949,401.96,181.71,1.00,FIX,FIX
139950,401.62,181.69,1.00,FIX,FIX
141951,401.72,181.12,1.00,FIX,FIX
143963,401.77,181.23,1.00,FIX,FIX
145949,402.46,180.91,1.00,FIX,FIX
147950,402.39,180.87,1.00,FIX,FIX
149956,402.23,181.29,1.00,FIX,FIX
151953,402.23,181.45,1.00,FIX,FIX
153959,401.92,182.21,1.00,FIX,FIX
155956,402.32,182.12,1.00,FIX,FIX
157957,402.56,181.60,1.00,FIX,FIX
159960,402.31,181.43,1.00,FIX,FIX
161961,402.56,181.03,1.00,FIX,FIX
163960,402.43,181.07,1.00,FIX,FIX
165961,402.57,181.01,1.00,FIX,FIX
167957,402.49,181.32,1.00,FIX,FIX
169963,402.96,181.18,1.00,FIX,FIX
171960,403.05,181.14,1.00,FIX,FIX
173958,402.85,180.80,1.00,FIX,FIX
175964,403.04,180.48,1.00,FIX,FIX
177963,403.07,180.76,1.00,FIX,FIX
179967,402.78,180.46,1.00,FIX,FIX
181965,403.06,180.33,1.00,FIX,FIX
183970,403.07,180.06,1.00,FIX,FIX
185966,403.15,180.40,1.00,FIX,FIX
187962,403.06,180.71,1.00,FIX,FIX
189971,402.75,181.06,1.00,FIX,FIX
191969,402.60,180.86,1.00,FIX,FIX
