@RELATION gaze_labels

%@METADATA width_px 704
%@METADATA height_px 416
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
912,318.75,224.93,1.00,FIX,FIX
2902,318.98,225.03,1.00,FIX,FIX
4926,319.37,224.81,1.00,FIX,FIX
6915,319.31,224.76,1.00,FIX,FIX
8911,319.09,224.20,1.00,FIX,FIX
10909,318.66,223.90,1.00,FIX,FIX
12921,318.60,223.83,1.00,FIX,FIX
14919,318.41,224.67,1.00,FIX,FIX
16917,318.74,224.48,1.00,FIX,FIX
18915,318.94,224.53,1.00,FIX,FIX
20928,318.68,224.58,1.00,FIX,FIX
22915,318.17,224.09,1.00,FIX,FIX
24919,318.04,223.90,1.00,FIX,FIX
26921,317.96,224.15,1.00,FIX,FIX
28919,318.00,223.99,1.00,FIX,FIX
30918,318.05,224.03,1.00,FIX,FIX
32949,318.35,224.72,1.00,FIX,FIX
34924,318.63,224.09,1.00,FIX,FIX
36925,318.57,223.92,1.00,FIX,FIX
38923,318.44,223.69,1.00,FIX,FIX
40925,318.20,223.01,1.00,FIX,FIX
42927,318.29,223.56,1.00,FIX,FIX
44929,318.10,224.58,1.00,FIX,FIX
46929,318.17,225.12,1.00,FIX,FIX
48932,318.08,225.53,1.00,FIX,FIX
50931,317.77,224.90,1.00,FIX,FIX
52929,318.18,224.84,1.00,FIX,FIX
54934,318.15,224.79,1.00,FIX,FIX
56933,318.61,224.18,1.00,FIX,FIX
58935,318.73,224.75,1.00,FIX,FIX
60932,318.49,224.52,1.00,FIX,FIX
62934,318.06,224.44,1.00,FIX,FIX
64939,317.92,224.93,1.00,FIX,FIX
66936,317.74,225.23,1.00,FIX,FIX
68936,317.94,225.77,1.00,FIX,FIX
70936,318.38,225.51,1.00,FIX,FIX
72955,318.54,224.97,1.00,FIX,FIX
74940,318.36,225.35,1.00,FIX,FIX
76939,317.98,225.37,1.00,FIX,FIX
78937,317.83,226.02,1.00,FIX,FIX
80938,317.63,225.76,1.00,FIX,FIX
82940,317.58,224.89,1.00,FIX,FIX
84945,317.39,224.43,1.00,FIX,FIX
86947,317.05,224.29,1.00,FIX,FIX
88958,316.94,225.16,1.00,FIX,FIX
90942,317.31,226.22,1.00,FIX,FIX
92944,317.26,226.51,1.00,FIX,FIX
94945,317.27,226.38,1.00,FIX,FIX
96944,316.66,226.31,1.00,FIX,FIX
98947,316.60,225.90,1.00,FIX,FIX
100945,316.63,225.79,1.00,FIX,FIX
102944,316.48,225.14,1.00,FIX,FIX
104953,316.97,225.32,1.00,FIX,FIX
106953,316.82,225.74,1.00,FIX,FIX
108951,316.66,225.76,1.00,FIX,FIX
110950,316.36,225.91,1.00,FIX,FIX
112952,315.79,226.25,1.00,FIX,FIX
114958,315.89,226.17,1.00,FIX,FIX
116960,315.96,226.29,1.00,FIX,FIX
118956,316.15,226.38,1.00,FIX,FIX
120956,316.14,226.28,1.00,FIX,FIX
122955,316.18,226.78,1.00,FIX,FIX
124956,316.49,226.65,1.00,FIX,FIX
126960,316.61,227.05,1.00,FIX,FIX
128961,317.02,226.55,1.00,FIX,FIX
130964,316.98,226.31,1.00,FIX,FIX
132956,316.86,226.67,1.00,FIX,FIX
134964,316.96,227.23,1.00,FIX,FIX
136961,316.93,226.72,1.00,FIX,FIX
138960,317.48,226.22,1.00,FIX,FIX
140961,317.72,226.31,1.00,FIX,FIX
142962,318.06,225.85,1.00,FIX,FIX
144965,318.39,225.82,1.00,FIX,FIX
146969,318.57,226.00,1.00,FIX,FIX
148969,318.74,225.88,1.00,FIX,FIX
150966,318.65,225.80,1.00,FIX,FIX
152968,318.30,226.28,1.00,FIX,FIX
154970,318.19,226.96,1.00,FIX,FIX
156972,318.04,227.13,1.00,FIX,FIX
158971,318.39,227.84,1.00,FIX,FIX
160973,318.41,228.42,1.00,FIX,FIX
162970,318.57,228.05,1.00,FIX,FIX
164974,318.65,228.06,1.00,FIX,FIX
166974,318.30,228.01,1.00,FIX,FIX
168973,318.38,227.97,1.00,FIX,FIX
170985,317.89,227.97,1.00,FIX,FIX
172972,318.47,227.02,1.00,FIX,FIX
174977,318.48,227.45,1.00,FIX,FIX
176977,318.39,228.09,1.00,FIX,FIX
178977,318.49,227.97,1.00,SACCADE,FIX
180977,318.18,228.28,1.00,SACCADE,FIX
182974,318.05,229.36,1.00,SACCADE,FIX
184980,318.05,229.86,1.00,SACCADE,SACCADE
186980,317.62,228.68,1.00,SACCADE,SACCADE
188985,317.93,224.26,1.00,SACCADE,SACCADE
190984,327.04,219.13,1.00,SACCADE,SACCADE
192982,334.41,217.41,1.00,SACCADE,SACCADE
194984,337.50,212.99,1.00,SACCADE,SACCADE
196984,346.62,209.83,1.00,SACCADE,SACCADE
198986,351.86,208.90,1.00,SACCADE,SACCADE
200984,353.13,203.22,1.00,SACCADE,SACCADE
202983,355.45,198.51,1.00,SACCADE,SACCADE
204988,362.31,194.75,1.00,SACCADE,SACCADE
206989,366.51,194.06,1.00,SACCADE,SACCADE
208988,367.77,193.72,1.00,SACCADE,FIX
210987,368.25,193.44,1.00,SACCADE,FIX
213006,368.44,194.37,1.00,SACCADE,FIX
214991,368.55,194.40,1.00,SACCADE,FIX
216994,368.40,194.63,1.00,SACCADE,FIX
218992,368.68,193.38,1.00,FIX,FIX
220990,367.98,193.77,1.00,FIX,FIX
222991,367.36,193.92,1.00,FIX,FIX
224999,367.41,193.69,1.00,FIX,FIX
226994,367.43,193.40,1.00,FIX,FIX
228998,367.76,192.86,1.00,FIX,FIX
230996,368.32,192.83,1.00,FIX,FIX
232992,367.96,192.95,1.00,FIX,FIX
235000,368.20,193.50,1.00,FIX,FIX
236998,367.95,193.49,1.00,FIX,FIX
239001,367.82,194.28,1.00,FIX,FIX
241001,368.00,193.24,1.00,FIX,FIX
243000,367.92,193.72,1.00,FIX,FIX
245003,367.56,193.82,1.00,FIX,FIX
247003,367.08,193.99,1.00,FIX,FIX
249000,367.41,194.67,1.00,FIX,FIX
251001,367.79,194.12,1.00,FIX,FIX
253018,367.39,193.35,1.00,FIX,FIX
255008,367.36,192.76,1.00,FIX,FIX
257005,366.69,192.74,1.00,FIX,FIX
259005,367.11,192.73,1.00,FIX,FIX
261005,367.43,192.31,1.00,FIX,FIX
263005,367.20,192.91,1.00,FIX,FIX
265010,367.70,192.88,1.00,FIX,FIX
267023,367.56,193.30,1.00,FIX,FIX
269011,367.82,193.81,1.00,FIX,FIX
271013,367.97,193.73,1.00,FIX,FIX
273006,367.62,193.84,1.00,FIX,FIX
275015,367.80,193.24,1.00,FIX,FIX
277013,367.89,192.98,1.00,FIX,FIX
279014,367.61,193.48,1.00,FIX,FIX
281013,367.51,193.32,1.00,FIX,FIX
283012,367.21,193.55,1.00,FIX,FIX
285016,367.05,193.55,1.00,FIX,FIX
287015,367.02,192.45,1.00,FIX,FIX
289015,367.38,192.56,1.00,FIX,FIX
291015,367.32,193.02,1.00,FIX,FIX
293017,367.97,192.52,1.00,FIX,FIX
295019,368.22,193.01,1.00,FIX,FIX
297020,368.36,193.32,1.00,FIX,FIX
299019,368.54,193.41,1.00,FIX,FIX
301018,368.10,193.68,1.00,FIX,FIX
