@RELATION gaze_labels

%@METADATA width_px 704
%@METADATA height_px 416
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
1047,353.29,220.71,1.00,FIX,FIX
3053,353.77,220.36,1.00,FIX,FIX
5050,353.94,221.05,1.00,FIX,FIX
7047,354.09,220.45,1.00,FIX,FIX
9047,353.61,220.82,1.00,FIX,FIX
11052,353.68,220.75,1.00,FIX,FIX
13050,353.36,220.85,1.00,FIX,FIX
15051,353.97,220.88,1.00,FIX,FIX
17050,354.54,221.36,1.00,FIX,FIX
19057,354.54,221.02,1.00,FIX,FIX
21051,355.03,221.56,1.00,FIX,FIX
23052,354.09,221.91,1.00,FIX,FIX
25056,353.75,222.00,1.00,FIX,FIX
27057,353.34,222.10,1.00,FIX,FIX
29053,352.99,221.57,1.00,FIX,FIX
31062,352.69,221.24,1.00,FIX,FIX
33131,352.95,222.47,1.00,FIX,FIX
35064,353.78,222.45,1.00,FIX,FIX
37060,353.62,222.69,1.00,FIX,FIX
39057,353.10,222.69,1.00,FIX,FIX
41058,352.45,222.53,1.00,FIX,FIX
43059,352.31,222.48,1.00,FIX,FIX
45061,352.38,222.39,1.00,FIX,FIX
47059,353.26,222.74,1.00,FIX,FIX
49063,353.83,222.73,1.00,FIX,FIX
51062,353.75,223.40,1.00,FIX,FIX
53062,352.83,222.36,1.00,FIX,FIX
55064,352.92,222.38,1.00,FIX,FIX
57062,352.86,222.59,1.00,FIX,FIX
59062,353.13,223.20,1.00,FIX,FIX
61064,352.52,223.33,1.00,FIX,FIX
63066,352.58,223.69,1.00,FIX,FIX
65070,352.07,223.88,1.00,FIX,FIX
67072,352.11,224.25,1.00,FIX,FIX
69074,352.20,224.72,1.00,FIX,FIX
71066,352.51,225.03,1.00,FIX,FIX
73076,351.16,224.78,1.00,FIX,FIX
75075,351.73,224.93,1.00,FIX,FIX
77073,352.17,224.93,1.00,FIX,FIX
79074,352.73,226.02,1.00,FIX,FIX
81072,352.01,225.63,1.00,FIX,FIX
83073,351.93,225.11,1.00,FIX,FIX
85079,351.19,224.38,1.00,FIX,FIX
87080,351.39,224.69,1.00,FIX,FIX
89079,351.32,225.24,1.00,FIX,FIX
91079,351.46,225.10,1.00,FIX,FIX
93080,351.77,225.82,1.00,FIX,FIX
95083,351.96,226.34,1.00,FIX,FIX
97083,352.41,226.67,1.00,FIX,FIX
99083,352.66,226.66,1.00,FIX,FIX
101083,351.58,226.30,1.00,FIX,FIX
103084,351.72,225.12,1.00,FIX,FIX
105087,351.25,225.23,1.00,FIX,FIX
107088,351.26,225.10,1.00,FIX,FIX
109085,352.06,226.01,1.00,FIX,FIX
111086,352.21,225.82,1.00,FIX,FIX
113099,352.37,225.38,1.00,FIX,FIX
115088,352.59,225.55,1.00,FIX,FIX
117087,352.32,225.69,1.00,FIX,FIX
119089,352.46,226.32,1.00,FIX,FIX
121088,352.36,226.36,1.00,FIX,FIX
123092,351.86,226.53,1.00,FIX,FIX
125090,351.70,226.49,1.00,FIX,FIX
127094,351.60,226.35,1.00,FIX,FIX
129094,351.81,226.84,1.00,FIX,FIX
131096,351.85,226.40,1.00,FIX,FIX
133095,352.44,226.63,1.00,FIX,FIX
135100,352.63,227.26,1.00,FIX,FIX
137098,352.40,227.09,1.00,FIX,FIX
139100,352.30,226.89,1.00,FIX,FIX
141101,352.73,226.73,1.00,FIX,FIX
143098,352.63,227.14,1.00,FIX,FIX
145104,352.50,227.61,1.00,FIX,FIX
147101,352.67,227.68,1.00,FIX,FIX
149101,352.51,227.54,1.00,FIX,FIX
151102,352.38,226.93,1.00,FIX,FIX
153104,352.22,227.37,1.00,FIX,FIX
155101,352.03,228.01,1.00,FIX,FIX
157101,352.16,228.04,1.00,FIX,FIX
159104,352.49,228.12,1.00,FIX,FIX
161108,352.76,227.81,1.00,FIX,FIX
163105,352.83,227.86,1.00,FIX,FIX
165109,352.99,227.72,1.00,FIX,FIX
167111,353.31,227.46,1.00,FIX,FIX
169111,352.84,227.09,1.00,FIX,FIX
171110,352.82,227.21,1.00,FIX,FIX
173111,352.39,226.88,1.00,FIX,FIX
175115,352.50,227.26,1.00,FIX,FIX
177113,352.92,227.50,1.00,FIX,FIX
179114,353.08,226.95,1.00,FIX,FIX
181113,352.90,227.61,1.00,FIX,FIX
183114,353.24,227.81,1.00,FIX,FIX
185118,352.88,227.67,1.00,FIX,FIX
187118,353.18,227.70,1.00,FIX,FIX
189117,353.14,227.39,1.00,FIX,FIX
191116,352.95,227.38,1.00,FIX,FIX
193117,353.00,227.53,1.00,FIX,FIX
195122,352.77,227.63,1.00,FIX,FIX
197119,353.14,227.48,1.00,FIX,FIX
199124,353.13,227.91,1.00,FIX,FIX
201120,352.84,228.07,1.00,FIX,FIX
203121,352.97,227.96,1.00,FIX,FIX
205129,352.70,228.10,1.00,FIX,FIX
207120,352.96,227.49,1.00,FIX,FIX
209124,352.68,228.01,1.00,FIX,FIX
211121,353.01,227.41,1.00,FIX,FIX
213130,353.17,227.59,1.00,FIX,FIX
215127,353.02,228.00,1.00,FIX,FIX
217125,352.96,228.96,1.00,FIX,FIX
219127,352.53,228.77,1.00,FIX,FIX
221125,352.12,229.46,1.00,FIX,FIX
223123,352.54,229.42,1.00,FIX,FIX
225129,352.45,229.10,1.00,FIX,FIX
227129,352.63,229.61,1.00,FIX,FIX
229129,352.64,229.22,1.00,FIX,FIX
231126,352.98,228.75,1.00,FIX,FIX
233132,353.34,228.67,1.00,FIX,FIX
235132,353.00,227.93,1.00,FIX,FIX
237135,353.30,227.91,1.00,FIX,FIX
239130,353.34,228.44,1.00,FIX,FIX
241132,353.22,228.67,1.00,FIX,FIX
243131,353.41,228.76,1.00,FIX,FIX
245134,352.76,228.74,1.00,FIX,FIX
247135,352.40,229.12,1.00,FIX,FIX
249137,352.79,229.17,1.00,FIX,FIX
251135,353.09,229.31,1.00,FIX,FIX
253136,353.30,228.94,1.00,FIX,FIX
255137,353.44,228.45,1.00,FIX,FIX
257140,353.16,228.17,1.00,FIX,FIX
259140,353.20,228.72,1.00,FIX,FIX
261140,353.46,228.33,1.00,FIX,FIX
263140,353.76,228.43,1.00,FIX,FIX
265144,354.27,227.53,1.00,FIX,FIX
267144,354.50,226.96,1.00,FIX,FIX
269148,354.83,226.84,1.00,FIX,FIX
271148,354.56,227.34,1.00,FIX,FIX
273149,354.40,227.14,1.00,FIX,FIX
275150,354.01,227.03,1.00,FIX,FIX
277147,353.89,227.16,1.00,FIX,FIX
279148,353.64,227.11,1.00,FIX,FIX
281149,353.83,227.45,1.00,FIX,FIX
283146,353.67,227.10,1.00,FIX,FIX
285154,354.07,227.17,1.00,FIX,FIX
287156,354.25,227.50,1.00,FIX,FIX
289151,353.93,227.79,1.00,FIX,FIX
291151,353.79,227.81,1.00,FIX,FIX
293154,353.94,227.83,1.00,FIX,FIX
295154,353.94,227.93,1.00,FIX,FIX
297155,354.20,228.51,1.00,FIX,FIX
299154,354.65,228.06,1.00,FIX,FIX
301155,354.33,227.43,1.00,FIX,FIX
303153,354.19,227.42,1.00,FIX,FIX
305162,354.23,227.48,1.00,FIX,FIX
307159,354.16,227.46,1.00,FIX,FIX
309159,354.49,227.77,1.00,FIX,FIX
311172,354.32,227.87,1.00,FIX,FIX
313159,353.87,227.67,1.00,FIX,FIX
315165,354.17,227.56,1.00,FIX,FIX
317165,353.75,227.81,1.00,FIX,FIX
319165,354.34,228.49,1.00,FIX,FIX
321166,354.54,228.84,1.00,FIX,FIX
323165,354.65,228.00,1.00,FIX,FIX
325169,354.56,228.59,1.00,FIX,FIX
327170,354.32,228.16,1.00,FIX,FIX
329172,354.03,227.44,1.00,FIX,FIX
331166,354.84,227.46,1.00,FIX,FIX
333163,355.64,227.06,1.00,FIX,FIX
335170,355.42,226.79,1.00,FIX,FIX
337173,355.72,227.04,1.00,FIX,FIX
339170,355.30,227.24,1.00,FIX,FIX
341169,355.11,227.83,1.00,FIX,FIX
343171,355.12,227.68,1.00,FIX,FIX
345176,355.19,228.54,1.00,FIX,FIX
347173,355.86,228.01,1.00,FIX,FIX
349179,355.87,227.83,1.00,FIX,FIX
351174,355.29,227.31,1.00,FIX,FIX
353175,355.27,227.47,1.00,FIX,FIX
355180,355.79,226.84,1.00,FIX,FIX
357179,355.75,227.06,1.00,FIX,FIX
359191,355.48,226.23,1.00,FIX,FIX
361181,354.99,226.21,1.00,FIX,FIX
363179,354.84,226.30,1.00,FIX,FIX
365185,354.99,226.23,1.00,FIX,FIX
367183,355.23,226.29,1.00,FIX,FIX
369182,355.55,226.62,1.00,FIX,FIX
371180,355.70,226.61,1.00,FIX,FIX
373182,355.76,227.21,1.00,FIX,FIX
375188,355.59,227.21,1.00,FIX,FIX
377186,355.64,227.48,1.00,FIX,FIX
379188,356.11,226.97,1.00,FIX,FIX
381189,356.41,225.94,1.00,FIX,FIX
383188,356.23,226.04,1.00,FIX,FIX
385187,355.94,225.33,1.00,FIX,FIX
387191,356.37,225.60,1.00,FIX,FIX
389187,356.67,225.07,1.00,FIX,FIX
391192,357.21,225.03,1.00,FIX,FIX
393192,357.46,225.29,1.00,FIX,FIX
395193,356.52,225.54,1.00,FIX,FIX
397195,356.16,226.06,1.00,FIX,FIX
399191,356.05,226.17,1.00,FIX,FIX
401193,356.38,225.90,1.00,FIX,FIX
403194,356.54,225.73,1.00,FIX,FIX
405197,357.08,225.47,1.00,FIX,FIX
407201,357.74,225.26,1.00,FIX,FIX
409198,357.22,225.92,1.00,FIX,FIX
411194,357.47,225.75,1.00,FIX,FIX
413199,357.06,226.18,1.00,FIX,FIX
415198,357.23,226.92,1.00,FIX,FIX
