@RELATION gaze_labels

%@METADATA width_px 704
%@METADATA height_px 416
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
158,349.28,214.81,1.00,FIX,FIX
2154,349.90,215.10,1.00,FIX,FIX
4156,349.74,215.84,1.00,FIX,FIX
6158,349.63,216.19,1.00,FIX,FIX
8160,349.21,216.34,1.00,FIX,FIX
10160,349.27,216.32,1.00,FIX,FIX
12160,349.40,215.82,1.00,FIX,FIX
14160,349.61,215.19,1.00,FIX,FIX
16162,350.08,214.71,1.00,FIX,FIX
18161,349.47,214.68,1.00,FIX,FIX
20162,349.27,214.53,1.00,FIX,FIX
22162,348.64,215.04,1.00,FIX,FIX
24163,348.50,215.55,1.00,FIX,FIX
26164,348.69,215.99,1.00,FIX,FIX
28167,348.81,216.05,1.00,FIX,FIX
30168,348.85,215.88,1.00,FIX,FIX
33210,348.96,215.79,1.00,FIX,FIX
34167,348.85,215.45,1.00,FIX,FIX
36172,348.75,215.63,1.00,FIX,FIX
38167,348.93,215.81,1.00,FIX,FIX
40166,348.64,216.03,1.00,FIX,FIX
42165,348.85,216.47,1.00,FIX,FIX
44167,349.07,216.40,1.00,FIX,FIX
46165,349.13,216.01,1.00,FIX,FIX
48172,349.42,216.35,1.00,FIX,FIX
50179,349.36,216.14,1.00,FIX,FIX
52177,349.14,215.66,1.00,FIX,FIX
54177,348.70,215.50,1.00,FIX,FIX
56177,348.44,215.79,1.00,FIX,FIX
58180,348.05,216.28,1.00,FIX,FIX
60181,348.29,216.97,1.00,FIX,FIX
62181,348.36,217.42,1.00,FIX,FIX
64183,348.31,217.67,1.00,FIX,FIX
66189,348.78,218.06,1.00,FIX,FIX
68181,348.95,217.53,1.00,FIX,FIX
70199,349.25,217.14,1.00,FIX,FIX
73299,348.94,216.22,1.00,FIX,FIX
74181,348.87,215.87,1.00,FIX,FIX
76181,348.63,216.27,1.00,FIX,FIX
78183,348.37,216.88,1.00,FIX,FIX
80187,348.44,217.51,1.00,FIX,FIX
82186,348.06,217.55,1.00,FIX,FIX
84185,348.24,217.38,1.00,FIX,FIX
86185,347.96,217.14,1.00,FIX,FIX
88186,347.54,217.06,1.00,FIX,FIX
90188,347.29,217.02,1.00,FIX,FIX
92186,346.82,217.09,1.00,FIX,FIX
94191,347.19,217.06,1.00,FIX,FIX
96189,346.91,217.37,1.00,FIX,FIX
98192,346.73,216.87,1.00,FIX,FIX
100190,346.71,216.75,1.00,FIX,FIX
102193,346.67,216.86,1.00,FIX,FIX
104192,346.73,216.45,1.00,FIX,FIX
106191,346.97,216.80,1.00,FIX,FIX
108196,347.23,216.40,1.00,FIX,FIX
110194,347.58,216.11,1.00,FIX,FIX
112207,347.11,216.31,1.00,FIX,FIX
114196,346.45,215.94,1.00,FIX,FIX
116192,346.49,215.68,1.00,FIX,FIX
118202,346.41,216.11,1.00,FIX,FIX
120201,346.56,216.11,1.00,FIX,FIX
122199,346.73,216.40,1.00,FIX,FIX
124197,346.85,216.90,1.00,FIX,FIX
126196,346.48,216.84,1.00,FIX,FIX
128202,346.45,216.58,1.00,FIX,FIX
130201,346.38,217.03,1.00,FIX,FIX
132204,346.30,217.04,1.00,FIX,FIX
134200,346.23,217.18,1.00,FIX,FIX
136204,346.33,216.65,1.00,FIX,FIX
138209,346.96,216.76,1.00,FIX,FIX
140206,346.95,216.71,1.00,FIX,FIX
142208,346.84,216.64,1.00,FIX,FIX
144207,346.63,216.81,1.00,FIX,FIX
146210,345.91,216.75,1.00,FIX,FIX
148210,345.76,216.59,1.00,FIX,FIX
150207,345.87,216.40,1.00,FIX,FIX
152208,345.97,217.16,1.00,FIX,FIX
154216,346.14,216.71,1.00,FIX,FIX
156212,346.05,216.87,1.00,FIX,FIX
158218,345.79,217.26,1.00,FIX,FIX
160214,345.48,217.48,1.00,FIX,FIX
162209,345.32,217.59,1.00,FIX,FIX
164225,345.41,217.38,1.00,FIX,FIX
166218,345.68,217.37,1.00,FIX,FIX
168218,345.71,217.62,1.00,FIX,FIX
170218,345.76,218.25,1.00,FIX,FIX
172217,345.94,218.19,1.00,FIX,FIX
174217,346.51,218.14,1.00,FIX,FIX
176218,346.29,218.11,1.00,FIX,FIX
178220,345.69,217.54,1.00,FIX,FIX
180222,345.37,217.76,1.00,FIX,FIX
182225,345.18,218.60,1.00,FIX,FIX
184221,345.22,218.47,1.00,FIX,FIX
186223,345.60,218.62,1.00,FIX,FIX
188225,344.88,217.86,1.00,FIX,FIX
190225,344.59,217.71,1.00,FIX,FIX
192225,344.19,218.09,1.00,FIX,FIX
194223,344.34,218.30,1.00,FIX,FIX
196224,343.82,218.76,1.00,FIX,FIX
198225,344.54,218.64,1.00,FIX,FIX
200227,344.38,217.83,1.00,FIX,FIX
202230,343.87,218.11,1.00,FIX,FIX
204229,344.05,218.04,1.00,FIX,FIX
206229,343.42,218.54,1.00,FIX,FIX
208233,342.98,219.03,1.00,FIX,FIX
210231,343.12,219.25,1.00,FIX,FIX
212230,343.29,219.07,1.00,FIX,FIX
214228,343.79,219.25,1.00,FIX,FIX
216236,343.69,219.54,1.00,FIX,FIX
218234,343.65,219.81,1.00,FIX,FIX
220235,343.46,220.17,1.00,FIX,FIX
222239,343.14,220.08,1.00,FIX,FIX
224234,342.84,220.16,1.00,FIX,FIX
226234,342.88,220.56,1.00,FIX,FIX
228240,343.28,219.98,1.00,FIX,FIX
230241,343.87,220.67,1.00,FIX,FIX
232239,343.33,220.64,1.00,FIX,FIX
234237,342.85,221.16,1.00,FIX,FIX
236238,342.45,221.41,1.00,FIX,FIX
238245,342.43,221.22,1.00,FIX,FIX
240242,343.00,221.24,1.00,FIX,FIX
242242,343.69,221.02,1.00,FIX,FIX
244240,343.62,221.59,1.00,FIX,FIX
246242,343.38,221.87,1.00,FIX,FIX
248245,343.43,221.65,1.00,FIX,FIX
250248,343.56,221.03,1.00,FIX,FIX
