@RELATION gaze_labels

%@METADATA width_px 704
%@METADATA height_px 416
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
518,339.62,213.16,1.00,FIX,FIX
2512,339.76,212.86,1.00,FIX,FIX
4519,339.37,212.86,1.00,FIX,FIX
6517,339.25,212.71,1.00,FIX,FIX
8514,339.38,212.47,1.00,FIX,FIX
10518,339.40,212.40,1.00,FIX,FIX
12515,339.26,212.31,1.00,FIX,FIX
14514,339.23,212.31,1.00,FIX,FIX
16521,339.19,212.56,1.00,FIX,FIX
18519,339.55,212.62,1.00,FIX,FIX
20521,339.67,212.38,1.00,FIX,FIX
22521,339.57,212.43,1.00,FIX,FIX
24518,339.64,212.21,1.00,FIX,FIX
26524,339.69,212.41,1.00,FIX,FIX
28517,339.96,212.71,1.00,FIX,FIX
30527,339.93,212.59,1.00,FIX,FIX
32918,339.65,212.88,1.00,FIX,FIX
34523,339.65,212.69,1.00,FIX,FIX
36529,339.20,212.57,1.00,FIX,FIX
38523,339.03,212.57,1.00,FIX,FIX
40526,338.82,212.38,1.00,FIX,FIX
42536,338.94,212.83,1.00,FIX,FIX
44528,339.25,212.65,1.00,FIX,FIX
46531,339.58,213.08,1.00,FIX,FIX
48528,339.32,213.14,1.00,FIX,FIX
50531,338.99,213.01,1.00,FIX,FIX
52531,338.61,213.34,1.00,FIX,FIX
54533,337.84,212.64,1.00,FIX,FIX
56531,337.48,212.54,1.00,FIX,FIX
58536,336.75,211.57,1.00,FIX,FIX
60536,336.71,210.82,1.00,FIX,FIX
62536,336.24,209.69,1.00,FIX,FIX
64537,335.77,208.95,1.00,FIX,FIX
66535,335.58,208.79,1.00,FIX,FIX
68533,335.25,208.48,1.00,FIX,FIX
70535,335.44,208.37,1.00,FIX,FIX
73005,335.62,208.34,1.00,FIX,FIX
74538,335.57,208.40,1.00,FIX,FIX
76538,335.54,208.68,1.00,FIX,FIX
78539,335.42,208.47,1.00,FIX,FIX
80539,335.32,208.63,1.00,FIX,FIX
82540,334.81,208.78,1.00,FIX,FIX
84551,334.73,209.08,1.00,FIX,FIX
86540,334.62,209.34,1.00,FIX,FIX
88542,334.30,209.49,1.00,FIX,FIX
90546,334.55,209.54,1.00,FIX,FIX
92547,334.45,209.14,1.00,FIX,FIX
94546,334.39,208.63,1.00,FIX,FIX
96547,334.58,208.63,1.00,FIX,FIX
98543,334.76,209.06,1.00,FIX,FIX
100549,334.85,209.17,1.00,FIX,FIX
102551,334.89,209.52,1.00,FIX,FIX
104547,334.87,209.64,1.00,FIX,FIX
106549,334.94,209.29,1.00,FIX,FIX
108549,335.15,209.21,1.00,FIX,FIX
110553,335.20,209.61,1.00,FIX,FIX
112551,335.36,209.49,1.00,FIX,FIX
114551,335.49,209.71,1.00,FIX,FIX
116552,335.60,209.51,1.00,FIX,FIX
118561,335.75,209.64,1.00,FIX,FIX
120557,335.96,209.97,1.00,FIX,FIX
122560,336.01,210.11,1.00,FIX,FIX
124565,336.27,210.48,1.00,FIX,FIX
126557,336.17,210.45,1.00,FIX,FIX
128558,336.51,210.71,1.00,FIX,FIX
130561,336.75,210.67,1.00,FIX,FIX
132560,336.95,210.93,1.00,FIX,FIX
134561,337.05,210.75,1.00,FIX,FIX
136560,337.14,210.25,1.00,FIX,FIX
138557,337.18,210.16,1.00,FIX,FIX
140564,337.39,210.28,1.00,FIX,FIX
142566,337.58,210.45,1.00,FIX,FIX
144565,337.74,210.83,1.00,FIX,FIX
146563,337.94,210.79,1.00,FIX,FIX
148562,337.90,210.60,1.00,FIX,FIX
150564,338.10,210.88,1.00,FIX,FIX
152568,338.04,211.12,1.00,FIX,FIX
154563,338.02,210.90,1.00,FIX,FIX
156566,338.26,211.11,1.00,FIX,FIX
158567,338.27,211.25,1.00,FIX,FIX
160572,338.60,211.25,1.00,FIX,FIX
162567,338.75,211.24,1.00,FIX,FIX
164570,338.75,211.11,1.00,FIX,FIX
166580,338.70,211.31,1.00,FIX,FIX
168570,338.69,211.27,1.00,FIX,FIX
170575,338.72,211.52,1.00,FIX,FIX
172576,338.51,211.78,1.00,FIX,FIX
174571,338.30,211.40,1.00,FIX,FIX
176575,338.23,211.32,1.00,FIX,FIX
178572,338.19,211.18,1.00,FIX,FIX
180577,338.36,211.31,1.00,FIX,FIX
182577,338.29,211.12,1.00,FIX,FIX
184577,338.32,210.88,1.00,FIX,FIX
186578,338.37,210.77,1.00,FIX,FIX
188580,338.16,210.59,1.00,FIX,FIX
190579,338.46,210.84,1.00,FIX,FIX
192580,338.58,211.04,1.00,FIX,FIX
194588,338.41,211.29,1.00,FIX,FIX
196586,338.17,211.44,1.00,FIX,FIX
198580,338.08,210.98,1.00,FIX,FIX
200585,338.12,210.95,1.00,FIX,FIX
202586,338.32,210.33,1.00,FIX,FIX
204583,338.36,210.39,1.00,FIX,FIX
206599,338.61,210.34,1.00,FIX,FIX
208583,338.63,210.52,1.00,FIX,FIX
210590,338.29,210.76,1.00,FIX,FIX
212589,338.27,210.65,1.00,FIX,FIX
214590,338.82,210.29,1.00,FIX,FIX
216589,341.01,209.92,1.00,SACCADE,SACCADE
218589,344.65,208.57,1.00,SACCADE,SACCADE
220591,348.52,206.96,1.00,SACCADE,SACCADE
222590,352.08,204.51,1.00,SACCADE,SACCADE
224593,356.29,200.56,1.00,SACCADE,SACCADE
226593,361.98,198.39,1.00,SACCADE,SACCADE
228591,366.94,195.98,1.00,SACCADE,SACCADE
230596,369.89,193.99,1.00,SACCADE,SACCADE
232599,372.58,192.47,1.00,SACCADE,SACCADE
234595,374.80,190.53,1.00,SACCADE,SACCADE
236595,374.85,189.62,1.00,SACCADE,SACCADE
238595,374.18,188.68,1.00,SACCADE,SACCADE
240600,373.52,187.89,1.00,SACCADE,SACCADE
242599,373.03,187.54,1.00,SACCADE,SACCADE
244598,372.15,187.35,1.00,SACCADE,FIX
246600,371.54,187.56,1.00,SACCADE,FIX
248599,371.35,187.71,1.00,SACCADE,FIX
250604,371.28,187.80,1.00,SACCADE,FIX
252606,370.88,187.84,1.00,FIX,FIX
254602,370.48,187.71,1.00,FIX,FIX
256605,370.44,187.44,1.00,FIX,FIX
258604,370.67,187.28,1.00,FIX,FIX
260610,371.15,187.42,1.00,FIX,FIX
262610,371.35,187.43,1.00,FIX,FIX
264607,371.01,187.42,1.00,FIX,FIX
266607,370.87,187.45,1.00,FIX,FIX
268607,370.56,187.23,1.00,FIX,FIX
270614,370.61,186.98,1.00,FIX,FIX
272612,370.41,186.80,1.00,FIX,FIX
274607,370.44,186.34,1.00,FIX,FIX
276607,370.78,186.84,1.00,FIX,FIX
278612,370.83,187.10,1.00,FIX,FIX
280611,370.96,187.44,1.00,FIX,FIX
282616,370.65,187.73,1.00,FIX,FIX
284611,370.56,187.45,1.00,FIX,FIX
286613,370.69,187.86,1.00,FIX,FIX
288622,370.81,187.94,1.00,FIX,FIX
290617,371.22,188.08,1.00,FIX,FIX
292616,371.23,187.67,1.00,FIX,FIX
294619,371.38,187.49,1.00,FIX,FIX
296616,371.36,187.21,1.00,FIX,FIX
298617,371.15,187.17,1.00,FIX,FIX
300620,371.27,187.07,1.00,FIX,FIX
302622,371.28,186.74,1.00,FIX,FIX
304618,371.24,186.67,1.00,FIX,FIX
306621,371.53,186.67,1.00,FIX,FIX
308627,371.88,186.67,1.00,FIX,FIX
310628,372.18,186.60,1.00,FIX,FIX
312627,372.44,186.66,1.00,FIX,FIX
314623,372.44,187.01,1.00,FIX,FIX
316624,372.41,186.69,1.00,FIX,FIX
318625,372.35,186.43,1.00,FIX,FIX
320632,372.30,186.28,1.00,FIX,FIX
322630,372.36,185.57,1.00,FIX,FIX
324627,372.43,185.84,1.00,FIX,FIX
326629,372.54,185.96,1.00,FIX,FIX
328627,373.01,185.98,1.00,FIX,FIX
330636,373.24,186.35,1.00,FIX,FIX
332632,373.44,186.17,1.00,FIX,FIX
334631,373.67,186.11,1.00,FIX,FIX
336630,373.75,186.01,1.00,FIX,FIX
338628,373.87,185.75,1.00,FIX,FIX
340639,373.91,185.98,1.00,FIX,FIX
342634,373.90,185.96,1.00,FIX,FIX
344634,374.07,185.87,1.00,FIX,FIX
346634,374.31,185.93,1.00,FIX,FIX
348635,373.94,185.71,1.00,FIX,FIX
350640,374.24,185.47,1.00,FIX,FIX
352637,374.03,185.31,1.00,FIX,FIX
354640,374.17,185.40,1.00,FIX,FIX
356638,374.21,185.51,1.00,FIX,FIX
358638,374.20,185.83,1.00,FIX,FIX
360640,374.40,185.93,1.00,FIX,FIX
362645,374.42,186.10,1.00,FIX,FIX
364643,374.58,185.74,1.00,FIX,FIX
366641,374.66,185.43,1.00,FIX,FIX
368640,374.51,185.26,1.00,FIX,FIX
370650,374.67,185.54,1.00,FIX,FIX
372647,374.76,185.34,1.00,FIX,FIX
374645,374.99,185.16,1.00,FIX,FIX
376647,374.85,185.57,1.00,FIX,FIX
378644,374.86,185.56,1.00,FIX,FIX
380650,374.78,185.43,1.00,FIX,FIX
382652,374.82,185.13,1.00,FIX,FIX
384650,374.96,184.87,1.00,FIX,FIX
386652,375.11,184.74,1.00,FIX,FIX
388650,375.45,184.77,1.00,FIX,FIX
390654,375.60,184.93,1.00,FIX,FIX
392655,375.76,184.91,1.00,FIX,FIX
394661,375.67,184.71,1.00,FIX,FIX
396662,375.36,184.49,1.00,FIX,FIX
398655,375.60,184.06,1.00,FIX,FIX
400656,375.60,184.24,1.00,FIX,FIX
402655,375.56,184.37,1.00,FIX,FIX
404655,375.70,184.15,1.00,FIX,FIX
406657,375.72,183.93,1.00,FIX,FIX
408654,375.89,184.03,1.00,FIX,FIX
410662,375.89,184.47,1.00,FIX,FIX
412665,375.86,183.94,1.00,FIX,FIX
414659,376.32,184.05,1.00,FIX,FIX
416659,376.24,183.61,1.00,FIX,FIX
418659,376.24,183.05,1.00,FIX,FIX
420667,376.32,182.64,1.00,FIX,FIX
422669,376.38,182.89,1.00,FIX,FIX
424668,376.72,183.33,1.00,FIX,FIX
426667,376.69,183.15,1.00,FIX,FIX
428666,376.55,183.22,1.00,FIX,FIX
430670,376.71,183.05,1.00,FIX,FIX
432669,376.99,182.83,1.00,FIX,FIX
