@RELATION gaze_labels

%@METADATA width_px 704
%@METADATA height_px 416
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
1056,333.97,196.21,1.00,FIX,FIX
3045,333.92,195.74,1.00,FIX,FIX
5056,333.77,195.86,1.00,FIX,FIX
7183,333.75,195.59,1.00,FIX,FIX
9053,333.70,195.40,1.00,FIX,FIX
11052,333.50,195.58,1.00,FIX,FIX
13048,333.65,195.29,1.00,FIX,FIX
15048,333.74,195.33,1.00,FIX,FIX
17054,333.37,195.48,1.00,FIX,FIX
19054,333.52,196.00,1.00,FIX,FIX
21051,333.49,195.99,1.00,FIX,FIX
23053,333.62,196.18,1.00,FIX,FIX
25059,333.72,196.43,1.00,FIX,FIX
27060,333.76,196.33,1.00,FIX,FIX
29059,333.91,196.03,1.00,FIX,FIX
31058,333.46,195.84,1.00,FIX,FIX
33056,333.69,195.82,1.00,FIX,FIX
35060,333.48,196.34,1.00,FIX,FIX
37063,333.26,196.51,1.00,FIX,FIX
39059,333.56,196.29,1.00,FIX,FIX
41060,333.75,196.54,1.00,FIX,FIX
43065,333.67,196.81,1.00,FIX,FIX
45060,333.57,196.91,1.00,FIX,FIX
47068,333.40,196.65,1.00,FIX,FIX
49063,333.16,196.47,1.00,FIX,FIX
51064,333.35,196.99,1.00,FIX,FIX
53063,333.00,196.85,1.00,FIX,FIX
55069,333.08,197.03,1.00,FIX,FIX
57070,333.25,197.22,1.00,FIX,FIX
59072,333.17,197.72,1.00,FIX,FIX
61067,333.11,197.97,1.00,FIX,FIX
63073,333.06,198.25,1.00,FIX,FIX
65072,333.50,198.30,1.00,FIX,FIX
67069,333.92,198.69,1.00,FIX,FIX
69074,333.87,199.04,1.00,FIX,FIX
71071,333.99,199.21,1.00,FIX,FIX
73072,333.93,199.44,1.00,FIX,FIX
75075,333.72,199.10,1.00,FIX,FIX
77076,333.89,199.04,1.00,FIX,FIX
79076,333.95,199.35,1.00,FIX,FIX
81074,333.97,199.56,1.00,FIX,FIX
83079,334.33,199.55,1.00,FIX,FIX
85081,334.20,199.55,1.00,FIX,FIX
87085,334.45,199.73,1.00,FIX,FIX
89086,334.68,199.89,1.00,FIX,FIX
91081,334.63,200.01,1.00,FIX,FIX
93077,334.80,200.04,1.00,FIX,FIX
95083,334.59,200.15,1.00,FIX,FIX
97083,334.64,200.51,1.00,FIX,FIX
99087,334.56,200.47,1.00,FIX,FIX
101084,334.76,200.74,1.00,FIX,FIX
103083,334.81,200.66,1.00,FIX,FIX
105088,334.96,200.75,1.00,FIX,FIX
107086,334.92,200.62,1.00,FIX,FIX
109088,334.80,200.64,1.00,FIX,FIX
111085,334.86,200.73,1.00,FIX,FIX
113085,334.91,200.64,1.00,FIX,FIX
115090,334.97,200.38,1.00,FIX,FIX
117091,335.15,200.41,1.00,FIX,FIX
119090,334.94,200.66,1.00,FIX,FIX
121091,335.12,200.67,1.00,FIX,FIX
123090,334.91,200.78,1.00,FIX,FIX
125098,334.69,201.23,1.00,FIX,FIX
127094,334.89,201.28,1.00,FIX,FIX
