@RELATION gaze_labels

%@METADATA width_px 704
%@METADATA height_px 416
%@METADATA width_mm 475.00
%@METADATA height_mm 290.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
1501,315.02,220.26,1.00,FIX,FIX
3504,314.75,220.54,1.00,FIX,FIX
5500,314.83,220.74,1.00,FIX,FIX
7503,314.80,220.88,1.00,FIX,FIX
9502,314.95,221.08,1.00,FIX,FIX
11503,315.14,220.52,1.00,FIX,FIX
13503,315.05,220.53,1.00,FIX,FIX
15503,315.02,220.57,1.00,FIX,FIX
17504,314.91,220.38,1.00,FIX,FIX
19503,314.60,220.58,1.00,FIX,FIX
21506,314.90,220.39,1.00,FIX,FIX
23509,314.93,220.28,1.00,FIX,FIX
25510,315.22,220.14,1.00,FIX,FIX
27510,315.19,220.06,1.00,FIX,FIX
29509,315.11,220.01,1.00,FIX,FIX
31518,315.35,220.13,1.00,FIX,FIX
33546,315.51,220.07,1.00,FIX,FIX
35515,315.72,220.41,1.00,FIX,FIX
37514,315.49,219.97,1.00,FIX,FIX
39511,315.05,220.00,1.00,FIX,FIX
41521,315.26,220.02,1.00,FIX,FIX
43517,315.39,219.93,1.00,FIX,FIX
45517,315.49,219.72,1.00,FIX,FIX
47520,315.73,219.85,1.00,FIX,FIX
49515,315.58,220.37,1.00,FIX,FIX
51520,316.04,220.32,1.00,FIX,FIX
53519,316.05,220.56,1.00,FIX,FIX
55517,315.77,220.25,1.00,FIX,FIX
57519,315.73,219.89,1.00,FIX,FIX
59517,315.12,220.01,1.00,FIX,FIX
61524,315.33,219.74,1.00,FIX,FIX
63524,315.68,220.41,1.00,FIX,FIX
65521,315.75,220.18,1.00,FIX,FIX
67525,315.68,220.51,1.00,FIX,FIX
69524,315.40,220.32,1.00,FIX,FIX
71527,315.00,220.15,1.00,FIX,FIX
73530,314.98,220.21,1.00,FIX,FIX
75524,315.02,220.42,1.00,FIX,FIX
77534,314.93,220.70,1.00,FIX,FIX
79528,315.12,220.44,1.00,FIX,FIX
81533,315.08,220.16,1.00,FIX,FIX
83527,315.35,220.10,1.00,FIX,FIX
85529,315.19,220.24,1.00,FIX,FIX
87528,315.33,220.57,1.00,FIX,FIX
89537,315.32,220.84,1.00,FIX,FIX
91535,315.87,220.48,1.00,FIX,FIX
93533,315.63,220.72,1.00,FIX,FIX
95533,315.79,220.37,1.00,FIX,FIX
97532,315.62,220.13,1.00,FIX,FIX
99532,315.38,220.06,1.00,FIX,FIX
101541,315.69,219.77,1.00,FIX,FIX
103542,315.64,220.35,1.00,FIX,FIX
105540,315.64,220.69,1.00,FIX,FIX
107541,316.08,220.52,1.00,FIX,FIX
109539,315.72,220.81,1.00,FIX,FIX
111542,315.55,220.77,1.00,FIX,FIX
113542,315.81,220.61,1.00,FIX,FIX
115544,315.63,220.68,1.00,FIX,FIX
117544,315.92,220.35,1.00,FIX,FIX
119543,316.21,220.67,1.00,FIX,FIX
121547,316.25,220.76,1.00,FIX,FIX
123553,316.39,220.38,1.00,FIX,FIX
125543,316.40,220.12,1.00,FIX,FIX
127542,316.00,220.09,1.00,FIX,FIX
129543,316.51,219.98,1.00,FIX,FIX
131552,316.62,219.95,1.00,FIX,FIX
133548,316.77,220.06,1.00,FIX,FIX
135549,316.66,220.36,1.00,FIX,FIX
137550,316.79,220.55,1.00,FIX,FIX
139547,316.76,220.91,1.00,FIX,FIX
141553,316.81,220.93,1.00,FIX,FIX
143553,316.82,220.71,1.00,FIX,FIX
145554,316.64,220.80,1.00,FIX,FIX
147553,316.87,220.89,1.00,FIX,FIX
149551,317.09,221.16,1.00,FIX,FIX
151560,316.96,221.22,1.00,FIX,FIX
153561,317.04,220.68,1.00,FIX,FIX
155561,316.69,220.34,1.00,FIX,FIX
157558,316.99,220.37,1.00,FIX,FIX
159557,317.09,220.10,1.00,FIX,FIX
161563,317.20,220.80,1.00,FIX,FIX
163565,316.93,221.12,1.00,FIX,FIX
165561,316.84,220.87,1.00,FIX,FIX
167561,316.71,220.74,1.00,FIX,FIX
169563,316.67,220.71,1.00,FIX,FIX
171571,316.86,220.96,1.00,FIX,FIX
173561,316.72,220.74,1.00,FIX,FIX
175565,316.75,220.70,1.00,FIX,FIX
177562,316.89,220.50,1.00,FIX,FIX
179566,316.57,220.31,1.00,FIX,FIX
181567,316.56,220.57,1.00,FIX,FIX
183568,316.57,220.41,1.00,FIX,FIX
185564,316.70,221.01,1.00,FIX,FIX
187569,316.88,221.66,1.00,FIX,FIX
189565,317.00,220.90,1.00,FIX,FIX
191571,316.87,220.99,1.00,FIX,FIX
193571,317.05,220.95,1.00,FIX,FIX
195571,316.52,221.15,1.00,FIX,FIX
197570,316.05,221.92,1.00,FIX,FIX
199570,316.10,221.92,1.00,FIX,FIX
201574,316.36,221.53,1.00,FIX,FIX
203575,316.25,221.55,1.00,FIX,FIX
205571,316.20,221.53,1.00,FIX,FIX
207578,316.17,222.01,1.00,FIX,FIX
209573,316.32,221.98,1.00,FIX,FIX
211576,316.49,221.72,1.00,FIX,FIX
213573,316.66,221.46,1.00,FIX,FIX
215575,316.85,221.29,1.00,FIX,FIX
217576,316.79,221.33,1.00,FIX,FIX
219575,316.84,221.45,1.00,SACCADE,FIX
221582,316.31,221.40,1.00,SACCADE,SACCADE
223582,315.18,221.43,1.00,SACCADE,SACCADE
225587,314.63,221.44,1.00,SACCADE,SACCADE
227580,317.53,221.12,1.00,SACCADE,SACCADE
229584,323.86,221.83,1.00,SACCADE,SACCADE
231590,328.82,222.49,1.00,SACCADE,SACCADE
233585,338.49,223.21,1.00,SACCADE,SACCADE
235586,347.94,224.48,1.00,SACCADE,SACCADE
237585,354.01,226.16,1.00,SACCADE,SACCADE
239584,365.60,227.92,1.00,SACCADE,SACCADE
241589,371.70,228.37,1.00,SACCADE,SACCADE
243591,376.69,229.74,1.00,SACCADE,SACCADE
245586,383.88,229.46,1.00,SACCADE,SACCADE
247588,389.38,228.75,1.00,SACCADE,SACCADE
249589,391.65,229.22,1.00,SACCADE,SACCADE
251593,398.42,229.18,1.00,SACCADE,SACCADE
253600,401.60,229.31,1.00,SACCADE,SACCADE
255592,402.09,229.81,1.00,SACCADE,SACCADE
257592,402.17,229.90,1.00,SACCADE,SACCADE
259593,401.48,229.47,1.00,SACCADE,SACCADE
261592,400.50,228.13,1.00,SACCADE,SACCADE
263595,399.86,226.95,1.00,SACCADE,FIX
265599,399.66,226.11,1.00,SACCADE,FIX
267594,399.86,225.58,1.00,SACCADE,FIX
269594,400.40,225.32,1.00,SACCADE,FIX
271597,400.85,225.12,1.00,SACCADE,FIX
273599,401.31,224.87,1.00,SACCADE,FIX
275608,401.61,225.05,1.00,SACCADE,FIX
277613,402.00,225.06,1.00,SACCADE,FIX
279600,402.37,225.54,1.00,SACCADE,FIX
281605,402.12,225.30,1.00,SACCADE,FIX
283605,401.88,224.49,1.00,SACCADE,FIX
285606,401.85,224.12,1.00,SACCADE,FIX
287607,402.28,223.58,1.00,SACCADE,FIX
289603,402.77,223.60,1.00,SACCADE,FIX
291609,403.10,223.98,1.00,SACCADE,FIX
293605,403.35,223.92,1.00,SACCADE,FIX
295606,403.22,223.55,1.00,SACCADE,FIX
297606,403.05,222.76,1.00,SACCADE,FIX
299606,403.39,222.79,1.00,SACCADE,FIX
301610,403.52,222.55,1.00,SACCADE,FIX
303612,403.46,222.48,1.00,FIX,FIX
305611,403.39,222.45,1.00,FIX,FIX
307610,403.54,221.91,1.00,FIX,FIX
309610,403.35,221.53,1.00,FIX,FIX
311617,403.62,221.18,1.00,FIX,FIX
313616,404.03,221.15,1.00,FIX,FIX
315617,404.15,221.43,1.00,FIX,FIX
317616,404.89,221.57,1.00,FIX,FIX
319613,405.08,221.44,1.00,FIX,FIX
321616,405.21,220.99,1.00,FIX,FIX
323618,405.07,220.81,1.00,FIX,FIX
325616,405.12,220.71,1.00,FIX,FIX
327615,405.94,220.96,1.00,FIX,FIX
329618,406.10,221.18,1.00,FIX,FIX
331619,406.36,221.25,1.00,FIX,FIX
333620,406.50,221.27,1.00,FIX,FIX
335629,406.65,220.83,1.00,FIX,FIX
337619,406.98,220.43,1.00,FIX,FIX
339618,407.33,220.62,1.00,FIX,FIX
341622,407.85,220.41,1.00,FIX,FIX
343623,408.32,220.17,1.00,FIX,FIX
345623,408.38,220.28,1.00,FIX,FIX
347622,408.30,219.95,1.00,FIX,FIX
349624,408.15,219.75,1.00,FIX,FIX
351631,407.95,219.44,1.00,FIX,FIX
353637,408.23,219.11,1.00,FIX,FIX
355636,408.33,219.15,1.00,FIX,FIX
357631,408.69,218.91,1.00,FIX,FIX
359627,408.73,218.99,1.00,FIX,FIX
361635,408.26,218.73,1.00,FIX,FIX
363633,407.99,218.50,1.00,FIX,FIX
365632,407.85,218.40,1.00,FIX,FIX
367636,407.73,218.15,1.00,FIX,FIX
369636,407.84,218.02,1.00,FIX,FIX
371636,407.99,218.33,1.00,FIX,FIX
373633,408.39,218.32,1.00,FIX,FIX
375637,408.33,218.34,1.00,FIX,FIX
377634,408.18,218.22,1.00,FIX,FIX
379634,408.14,218.22,1.00,FIX,FIX
381639,408.24,218.16,1.00,FIX,FIX
383637,407.99,218.02,1.00,FIX,FIX
385639,408.12,218.06,1.00,FIX,FIX
387643,408.43,217.60,1.00,FIX,FIX
389643,408.41,217.62,1.00,FIX,FIX
391644,408.23,217.75,1.00,FIX,FIX
393641,407.99,217.51,1.00,FIX,FIX
395641,407.80,217.20,1.00,FIX,FIX
397643,407.93,217.03,1.00,FIX,FIX
399641,407.86,217.45,1.00,FIX,FIX
401646,408.06,217.74,1.00,FIX,FIX
403644,407.71,217.67,1.00,FIX,FIX
405646,407.64,217.26,1.00,FIX,FIX
407648,407.46,216.95,1.00,FIX,FIX
409643,407.30,216.73,1.00,FIX,FIX
411649,407.50,216.56,1.00,FIX,FIX
413651,407.53,216.38,1.00,FIX,FIX
415654,407.51,216.46,1.00,FIX,FIX
417661,407.57,216.27,1.00,FIX,FIX
419651,407.38,215.96,1.00,FIX,FIX
421656,407.34,215.78,1.00,FIX,FIX
423657,407.44,215.62,1.00,FIX,FIX
425652,407.51,215.51,1.00,FIX,FIX
427656,407.60,215.51,1.00,FIX,FIX
429654,407.55,215.21,1.00,FIX,FIX
431655,407.70,215.40,1.00,FIX,FIX
433662,407.41,215.29,1.00,FIX,FIX
435660,407.50,215.55,1.00,FIX,FIX
437658,407.46,215.02,1.00,FIX,FIX
439659,407.42,214.88,1.00,FIX,FIX
441661,407.50,214.59,1.00,FIX,FIX
443662,407.81,214.76,1.00,FIX,FIX
445661,408.03,215.28,1.00,FIX,FIX
447661,408.33,215.47,1.00,FIX,FIX
449665,408.23,215.04,1.00,FIX,FIX
451670,407.91,214.84,1.00,FIX,FIX
453667,407.80,215.19,1.00,FIX,FIX
455665,407.89,215.12,1.00,FIX,FIX
457664,408.02,214.93,1.00,FIX,FIX
459665,408.24,214.67,1.00,FIX,FIX
461666,408.62,214.83,1.00,FIX,FIX
463673,408.56,214.91,1.00,FIX,FIX
465667,408.49,214.74,1.00,FIX,FIX
467669,408.31,214.79,1.00,FIX,FIX
469670,408.17,214.67,1.00,FIX,FIX
471673,408.17,214.54,1.00,FIX,FIX
473670,408.14,214.57,1.00,FIX,FIX
475670,408.14,214.38,1.00,FIX,FIX
477672,408.25,214.05,1.00,FIX,FIX
479673,408.26,214.20,1.00,FIX,FIX
481676,408.59,214.47,1.00,FIX,FIX
483679,408.79,214.07,1.00,FIX,FIX
485678,408.57,214.29,1.00,FIX,FIX
487677,408.41,214.26,1.00,FIX,FIX
489679,408.04,213.96,1.00,FIX,FIX
491684,407.81,213.90,1.00,FIX,FIX
493682,407.69,213.88,1.00,FIX,FIX
495682,407.97,213.85,1.00,FIX,FIX
497681,408.33,214.60,1.00,FIX,FIX
499688,408.26,214.54,1.00,FIX,FIX
501685,408.20,214.54,1.00,FIX,FIX
503684,408.05,214.39,1.00,FIX,FIX
505684,407.93,214.47,1.00,FIX,FIX
507684,408.41,214.21,1.00,FIX,FIX
509686,408.79,214.19,1.00,FIX,FIX
